,Warehouse id,Region,SKU id,01-04-2018 00:00,01-05-2018 00:00,01-06-2018 00:00,01-07-2018 00:00,01-08-2018 00:00,01-09-2018 00:00,01-10-2018 00:00,01-11-2018 00:00,01-12-2018 00:00,01-01-2019 00:00,01-02-2019 00:00,01-03-2019 00:00,01-04-2019 00:00,01-05-2019 00:00,01-06-2019 00:00,01-07-2019 00:00,01-08-2019 00:00,01-09-2019 00:00,01-10-2019 00:00,01-11-2019 00:00,01-12-2019 00:00,01-01-2020 00:00,01-02-2020 00:00,01-03-2020 00:00,01-04-2020 00:00,01-05-2020 00:00,01-06-2020 00:00,01-07-2020 00:00,01-08-2020 00:00,01-09-2020 00:00,01-10-2020 00:00,01-11-2020 00:00,01-12-2020 00:00,01-01-2021 00:00,01-02-2021 00:00,01-03-2021 00:00,01-04-2021 00:00,01-05-2021 00:00
119,1,NORTH,120,404.0,212.0,332.0,600.0,356.0,92.0,104.0,140.0,44.0,44.0,11.0,260.0,482.0,434.0,320.0,452.0,188.0,176.0,95.0,44.0,116.0,164.0,164.0,176.0,8.0,296.0,320.0,272.0,188.0,8.0,68.0,8.0,380.0,236.0,200.0,116.0,8.0,8.0
120,1,NORTH,121,768.0,1268.0,848.0,736.0,736.0,928.0,64.0,240.0,816.0,176.0,196.0,832.0,1073.333333,848.0,898.6666667,344.0,336.0,996.0,128.0,208.0,340.0,512.0,928.0,16.0,16.0,976.0,432.0,356.0,868.0,848.0,896.0,16.0,616.0,720.0,648.0,932.0,608.0,64.0
121,1,NORTH,122,130.0,308.6666667,362.0,314.0,394.0,274.0,82.0,256.0,188.0,74.0,66.0,298.0,282.0,306.0,314.0,210.0,190.0,340.0,50.0,76.0,92.0,106.0,82.0,28.0,10.0,114.0,218.0,341.3333333,356.0,122.0,106.0,186.0,132.0,122.0,202.0,354.0,162.0,10.0
122,1,NORTH,123,260.0,248.0,200.0,278.0,98.0,74.0,2.0,2.0,38.0,152.0,62.0,32.0,128.0,62.0,122.0,104.0,26.0,62.0,2.0,14.0,20.0,2.0,92.0,86.0,2.0,83.0,86.0,26.0,122.0,98.0,20.0,2.0,26.0,104.0,80.0,140.0,38.0,110.0
123,1,NORTH,124,1765.0,1513.0,1975.0,1315.0,700.0,355.0,247.0,607.0,253.0,313.0,991.0,1591.0,2393.0,2101.0,1381.0,787.0,133.0,565.0,367.0,145.0,400.0,595.0,1681.0,745.0,13.0,2844.0,4006.0,1051.0,1381.0,874.0,217.0,79.0,1366.0,871.0,937.0,3787.0,265.0,991.0
124,1,NORTH,125,88.0,100.0,202.0,80.0,66.0,138.0,10.0,20.0,20.0,114.0,10.0,186.0,304.0,244.0,408.0,352.6666667,160.0,214.0,10.0,22.0,36.0,148.0,300.0,236.0,10.0,580.0,330.0,546.0,300.0,148.0,86.0,22.0,126.0,50.0,130.0,330.0,216.0,162.0
125,1,NORTH,126,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,52.0,10.0,10.0,10.0,10.0,10.0,16.0,10.0,28.0,10.0,10.0,10.0,10.0,10.0,28.0,127.0,265.0,16.0,10.0,16.0,10.0,10.0,10.0,218.0,304.0,10.0,10.0
126,1,NORTH,127,521.0,216.0,447.0,418.0,80.0,52.0,5.0,49.0,111.0,513.0,209.0,415.0,450.0,538.0,327.0,113.0,90.0,118.0,119.0,23.0,66.0,141.0,435.0,226.0,5.0,213.0,383.6666667,303.0,145.0,21.0,9.0,55.0,274.0,189.0,213.0,579.0,85.0,123.0
127,1,NORTH,128,3.0,3.0,71.0,166.0,100.0,59.0,3.0,3.0,179.0,40.0,15.0,55.0,23.0,40.0,75.0,15.0,39.0,32.0,63.0,146.0,125.0,176.0,106.0,25.0,3.0,3.0,35.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,139.0,155.0,43.0,23.0
128,1,NORTH,129,116.0,20.0,44.0,20.0,22.0,20.0,44.0,92.0,20.0,68.0,44.0,116.0,20.0,20.0,20.0,68.0,68.0,20.0,20.0,20.0,44.0,44.0,68.0,20.0,20.0,20.0,20.0,20.0,68.0,20.0,20.0,20.0,20.0,44.0,20.0,20.0,20.0,20.0
129,1,NORTH,130,149.0,154.0,65.0,17.0,141.6666667,77.0,185.0,77.0,209.0,77.0,161.0,281.0,233.0,149.0,125.0,150.0,345.0,63.0,137.0,257.0,17.0,5.0,65.0,53.0,5.0,5.0,17.0,101.0,113.0,5.0,41.0,53.0,5.0,5.0,5.0,5.0,5.0,5.0
130,1,NORTH,131,946.0,442.0,370.0,1044.0,588.0,10.0,10.0,10.0,1570.0,610.0,418.0,1238.0,346.0,514.0,518.0,514.0,1152.0,218.0,154.0,514.0,294.0,202.0,684.6666667,106.0,10.0,58.0,178.0,442.0,564.0,40.0,130.0,106.0,16.0,10.0,10.0,682.0,178.0,34.0
131,1,NORTH,132,2109.0,1481.0,1049.0,1989.0,1653.0,2125.0,1673.0,3041.0,3185.0,1001.0,1249.0,2921.0,1401.0,1513.0,2177.0,1653.0,597.0,2013.0,1001.0,2945.0,2481.0,2417.0,1913.0,761.0,17.0,161.0,713.0,1005.0,1433.0,1097.0,1173.0,2609.0,3595.666667,3377.0,2681.0,2709.0,281.0,233.0
132,1,NORTH,133,1234.0,1570.0,1487.0,2033.0,1559.0,1489.0,1967.0,1870.0,622.0,2039.0,675.0,2007.0,1494.0,1421.0,1603.0,1043.0,981.0,1934.0,1133.0,1966.0,2594.0,1919.0,1252.0,1188.0,460.6666667,184.0,796.0,1965.0,938.0,1213.0,1680.0,2206.0,2811.0,2825.0,1762.0,1846.0,142.0,190.0
133,1,NORTH,134,804.0,942.0,1062.0,571.0,972.0,741.0,1254.0,426.0,1692.0,1160.0,256.0,856.0,422.0,564.0,714.0,628.0,337.0,1125.0,667.0,1202.0,1604.0,1022.0,880.0,362.0,164.6666667,126.0,608.0,902.0,816.0,1345.0,960.0,1282.0,1765.0,1546.0,862.0,1134.0,60.0,108.0
134,1,NORTH,135,157.0,718.3333333,949.0,109.0,589.0,229.0,205.0,517.0,349.0,853.0,253.0,709.0,637.0,445.0,157.0,665.0,377.0,697.0,589.0,565.0,325.0,301.0,181.0,709.0,13.0,37.0,229.0,13.0,85.0,925.0,565.0,373.0,281.0,349.0,733.0,853.0,13.0,13.0
135,1,NORTH,136,1045.0,1210.0,1333.0,829.0,892.0,541.0,1153.0,2089.0,1531.0,919.0,1003.0,2134.0,499.0,1294.0,979.0,361.0,1246.0,1522.0,838.0,883.0,1558.0,1159.0,316.0,781.0,19.0,91.0,445.0,718.0,1051.0,676.0,679.0,19.0,19.0,19.0,1507.0,1329.0,643.0,403.0
136,1,NORTH,137,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1873.0,544.0,610.0,1150.0,1897.0,703.0,568.0,10.0,370.0,850.0,763.0,718.0,1858.0,2110.0,2644.0,1984.0,130.0,10.0,130.0,1510.0,850.0
137,1,NORTH,138,198.0,262.0,202.0,266.0,186.0,182.0,158.0,302.0,258.0,90.0,30.0,132.0,238.0,70.0,326.0,98.0,28.0,50.0,94.0,258.0,98.0,86.0,26.0,85.0,52.33333333,70.0,55.0,54.0,70.0,90.0,218.0,78.0,346.0,161.0,370.0,280.6666667,66.0,34.0
138,1,NORTH,139,530.0,448.0,216.0,700.0,216.0,280.0,600.0,256.0,552.0,344.0,194.0,378.0,364.0,298.0,432.0,392.0,192.0,532.0,208.0,368.0,244.0,248.0,56.0,154.0,108.0,120.0,53.33333333,32.0,256.0,400.0,224.0,96.0,418.0,520.0,488.0,704.0,56.0,144.0
139,1,NORTH,140,1327.0,1627.0,787.0,982.0,895.0,1927.0,667.0,2047.0,1543.0,1051.0,316.0,1393.0,847.0,919.0,1081.0,838.0,457.0,1600.0,847.0,1879.0,1954.0,1459.0,1255.0,571.0,319.0,379.0,1951.0,1603.0,1147.0,1720.0,979.0,691.0,1999.0,1765.0,979.0,1015.0,211.0,127.0
140,1,NORTH,141,1517.0,1829.0,1069.0,1429.0,1185.0,1005.0,349.0,1805.0,1533.0,797.0,1453.0,1181.0,941.0,557.0,1245.0,1485.0,381.0,749.0,933.0,1405.0,1361.0,733.0,1597.0,381.0,13.0,279.6666667,685.0,669.0,877.0,949.0,657.0,1213.0,1681.0,1470.333333,781.0,1565.0,29.0,13.0
141,1,NORTH,142,12.0,12.0,42.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,30.0,30.0,48.0,12.0,12.0,48.0,66.0,12.0,39.0,48.0,48.0,84.0,12.0,12.0,12.0,66.0,30.0,48.0,45.0,30.0,12.0,48.0,93.0,84.0,12.0,12.0,12.0
142,1,NORTH,143,20.0,20.0,308.0,397.3333333,20.0,140.0,284.0,68.0,20.0,44.0,20.0,236.0,68.0,116.0,116.0,44.0,324.0,48.0,44.0,92.0,140.0,44.0,20.0,20.0,20.0,20.0,116.0,44.0,92.0,116.0,116.0,44.0,116.0,236.0,116.0,164.0,32.0,20.0
143,1,NORTH,144,100.6666667,60.0,60.0,89.0,38.0,54.0,14.0,38.0,40.0,68.0,22.0,102.0,42.0,56.0,64.0,50.0,46.0,114.0,20.0,26.0,50.0,14.0,32.0,38.0,14.0,62.0,14.0,26.0,14.0,50.0,52.0,14.0,18.0,38.0,46.0,110.0,42.0,14.0
144,1,NORTH,145,8.0,8.0,8.0,8.0,8.0,72.0,8.0,152.0,12.0,588.0,8.0,136.0,712.0,488.0,1100.0,224.0,68.0,581.3333333,284.0,8.0,8.0,20.0,436.0,8.0,8.0,104.0,816.0,128.0,56.0,320.0,8.0,8.0,8.0,8.0,8.0,440.0,44.0,32.0
145,1,NORTH,146,3.0,3.0,3.0,3.0,3.0,15.0,3.0,75.0,183.0,3.0,75.0,291.0,408.0,393.0,102.0,96.0,138.0,336.0,156.0,3.0,75.0,309.0,342.0,120.0,3.0,21.0,273.0,414.0,363.0,462.0,3.0,3.0,78.0,363.0,453.0,228.0,3.0,156.0
146,1,NORTH,147,1930.0,1576.0,2493.0,1217.0,1541.0,1283.0,267.0,950.0,1196.0,1116.0,616.0,2030.333333,2694.0,1633.0,376.0,215.0,196.0,349.0,52.0,162.0,354.0,16.0,64.0,24.0,4.0,4.0,82.0,96.0,138.0,569.0,41.0,48.0,252.0,22.0,4.0,344.0,24.0,54.0
147,1,NORTH,148,398.0,284.0,302.0,506.0,383.0,143.0,5.0,230.0,167.0,125.0,2.0,344.0,275.0,140.0,332.0,278.0,248.0,542.0,14.0,2.0,446.0,38.0,362.0,2.0,2.0,92.0,272.0,221.0,362.0,212.0,227.0,86.0,371.0,284.0,332.0,470.0,98.0,86.0
148,1,NORTH,149,1148.0,1130.0,1100.0,1238.0,788.0,302.0,422.0,402.0,696.0,180.0,122.0,752.0,590.0,292.0,584.0,512.0,472.0,752.0,356.0,488.0,236.0,176.0,456.0,112.0,80.0,116.0,284.0,266.0,446.0,284.0,160.0,188.0,280.0,208.0,264.0,1028.0,144.0,144.0
149,1,NORTH,150,2979.0,2627.0,2971.0,1891.0,1383.0,1483.0,675.0,1291.0,1231.0,531.0,499.0,1823.0,2359.0,2139.0,2239.0,1747.0,2427.0,2107.0,1087.0,1023.0,1859.0,867.0,3287.0,555.0,429.6666667,715.0,1523.0,1939.0,2827.0,1443.0,971.0,963.0,3523.0,1515.0,1859.0,2065.666667,259.0,171.0
150,1,NORTH,151,772.0,1357.0,2005.0,286.0,430.0,118.0,280.0,820.0,268.0,166.0,193.0,358.0,406.0,286.0,4321.0,3358.0,4783.0,3337.0,2068.0,1405.0,3562.0,5407.0,8695.0,2860.0,16.0,460.0,1855.0,2488.0,4057.0,1981.0,535.0,1099.0,7609.0,5368.0,4639.0,6307.0,274.0,400.0
151,1,NORTH,152,311.0,371.0,588.0,545.0,176.0,251.0,209.0,134.0,2.0,2.0,23.0,254.0,347.0,1019.0,422.0,296.0,137.0,560.0,50.0,104.0,149.0,62.0,182.0,86.0,2.0,110.0,377.0,239.0,221.0,98.0,32.0,50.0,77.0,8.0,230.0,368.0,110.0,2.0
152,1,NORTH,153,15.0,155.0,175.0,7.0,7.0,7.0,95.0,39.0,7.0,7.0,7.0,123.0,51.0,139.0,135.0,15.0,15.0,7.0,7.0,63.0,23.0,129.0,7.0,55.0,7.0,7.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,143.0,111.0,63.0,31.0,7.0
153,1,NORTH,154,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,28.0,4.0,12.0,18.0,5.0,22.0,12.0,4.0,4.0,4.0,4.0,4.0,44.0,51.0,53.0,4.0,4.0,8.0,22.0,14.0,27.0,44.0,36.0,8.0,47.33333333,38.0,29.0,36.0,16.0,4.0
154,1,NORTH,155,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,53.0,5.0,37.0,13.0,9.0,5.0,21.0,5.0,5.0,5.0,5.0,9.0,37.0,55.0,7.0,13.0,5.0,13.0,29.0,5.0,7.0,25.0,5.0,9.0,5.0,5.0,31.0,7.0,37.0,5.0
156,1,NORTH,157,15.0,15.0,15.0,15.0,153.0,249.0,249.0,144.0,207.0,555.0,237.0,183.0,595.0,685.0,453.0,219.0,123.0,567.0,63.0,60.0,240.0,327.0,240.0,63.0,15.0,69.0,333.0,243.0,144.0,255.0,225.0,15.0,126.0,132.0,309.0,321.0,162.0,240.0
157,1,NORTH,158,13.0,13.0,13.0,97.0,154.0,85.0,118.0,58.0,199.0,245.0,196.0,79.0,100.0,211.0,49.0,127.0,16.0,52.0,19.0,55.0,85.0,55.0,85.0,16.0,13.0,31.0,22.0,58.0,16.0,13.0,25.0,13.0,52.0,22.0,85.0,40.0,13.0,37.0
158,1,NORTH,159,1.0,52.66666667,7.0,1.0,36.0,26.0,53.0,9.0,53.0,67.0,49.0,36.0,44.0,19.0,21.0,21.0,41.66666667,1.0,1.0,3.0,13.0,35.0,7.0,6.0,1.0,1.0,12.0,3.0,14.0,37.0,1.0,1.0,28.0,13.0,24.0,29.0,7.0,3.0
159,1,NORTH,160,3.0,3.0,403.0,399.0,323.0,195.0,195.0,27.0,195.0,299.0,179.0,243.0,236.3333333,75.0,75.0,223.0,183.0,11.0,43.0,3.0,79.0,159.0,131.0,77.66666667,3.0,3.0,199.0,15.0,143.0,187.0,27.0,67.0,283.0,163.0,267.0,407.0,139.0,27.0
160,1,NORTH,161,76.0,22.0,48.0,10.0,110.0,27.0,20.0,27.0,108.0,107.0,18.0,33.0,29.0,68.0,26.0,58.66666667,32.0,29.0,42.0,12.0,26.0,32.0,18.0,27.0,10.0,12.0,24.0,11.0,26.0,38.0,40.0,32.0,39.0,16.0,40.0,74.0,39.0,28.0
164,1,NORTH,165,1.0,1.0,1.0,100.0,120.0,67.0,72.0,21.0,1.0,88.33333333,17.0,137.0,80.0,125.0,62.0,30.0,11.0,5.0,33.0,24.0,55.0,6.0,80.0,15.0,1.0,1.0,41.0,6.0,22.0,17.0,21.0,41.0,148.0,17.0,84.0,83.0,22.0,25.0
165,1,NORTH,166,8.0,8.0,8.0,48.0,180.0,84.0,110.0,24.0,172.0,204.0,40.0,156.0,152.0,206.0,70.0,28.0,42.0,36.0,32.0,34.0,64.0,14.0,110.0,26.0,8.0,16.0,12.0,14.0,28.0,48.0,12.0,28.0,64.0,26.0,144.0,138.0,42.0,30.0
166,1,NORTH,167,221.0,77.0,144.0,104.0,17.0,11.0,140.0,11.0,86.0,236.0,191.0,134.0,113.0,167.0,74.0,41.0,71.0,14.0,35.0,29.0,86.0,20.0,59.0,26.0,11.0,29.0,68.0,20.0,92.0,41.0,11.0,11.0,14.0,32.0,44.0,23.0,29.0,11.0
167,1,NORTH,168,107.0,171.0,155.0,19.0,19.0,67.0,59.0,27.0,59.0,223.0,219.0,263.0,159.0,192.3333333,19.0,51.0,19.0,75.0,19.0,23.0,35.0,143.0,39.0,19.0,19.0,19.0,67.0,43.0,27.0,67.0,19.0,19.0,19.0,19.0,43.0,35.0,43.0,35.0
172,1,NORTH,173,549.6666667,345.0,497.0,181.0,163.0,135.0,105.0,179.0,487.0,205.0,267.0,255.0,319.0,379.0,249.0,69.0,71.0,207.0,15.0,165.0,289.0,359.0,371.0,79.0,15.0,43.0,139.0,25.0,233.0,107.0,51.0,55.0,293.0,87.0,285.0,355.0,79.0,115.0
181,1,NORTH,182,4.0,76.0,152.0,128.0,60.0,4.0,124.0,8.0,96.0,8.0,44.0,8.0,84.0,164.0,132.0,4.0,4.0,4.0,4.0,8.0,56.0,12.0,81.33333333,4.0,4.0,36.0,96.0,4.0,116.0,124.0,12.0,20.0,140.0,60.0,121.3333333,100.0,56.0,4.0
184,1,NORTH,185,15.0,263.0,389.6666667,295.0,135.0,67.0,19.0,15.0,231.0,139.0,95.0,319.0,267.0,247.0,175.0,19.0,39.0,55.0,15.0,27.0,23.0,99.0,95.0,59.0,15.0,15.0,139.0,67.0,231.0,67.0,119.0,55.0,203.0,123.0,261.6666667,287.0,55.0,39.0
185,1,NORTH,186,103.0,70.0,100.0,32.0,26.0,19.0,9.0,7.0,15.0,45.0,9.0,41.0,37.0,15.0,7.0,8.0,25.0,31.0,7.0,29.0,36.0,44.0,69.0,9.0,7.0,31.0,15.0,27.0,32.0,57.0,15.0,15.0,49.0,15.0,79.0,88.0,35.0,7.0
189,1,NORTH,190,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,205.0,423.0,641.0,713.0,551.0,391.0,107.0,65.0,373.0,83.0,259.0,323.0,481.0,159.0,323.6666667,11.0,83.0,257.0,283.0,167.0,285.0,175.0,159.0,483.0,173.0,451.0,468.3333333,99.0,127.0
193,1,NORTH,194,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,467.0,571.0,891.0,987.0,696.3333333,91.0,159.0,331.0,403.0,415.0,443.0,259.0,87.0,423.0,19.0,83.0,103.0,263.0,91.0,431.0,43.0,195.0,703.0,267.0,223.0,475.0,131.0,131.0
195,1,NORTH,196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,161.0,233.0,329.0,400.3333333,340.3333333,149.0,179.0,61.0,149.0,13.0,261.0,177.0,189.0,93.0,111.0,1.0,37.0,97.0,33.0,77.0,99.0,37.0,25.0,127.0,21.0,135.0,175.0,33.0,73.0
198,1,NORTH,199,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,134.0,275.0,327.0,614.0,549.0,230.0,126.0,161.0,102.0,76.0,156.0,144.0,388.0,233.0,137.0,4.0,58.0,300.0,246.0,127.0,274.0,284.0,140.0,474.0,147.0,554.0,397.6666667,48.0,180.0
202,1,NORTH,203,42.0,22.0,64.0,20.0,30.0,22.0,18.0,18.0,34.0,18.0,66.0,20.0,28.0,18.0,47.33333333,50.0,46.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,22.0,46.0,30.0,18.0,18.0,18.0,34.0,18.0,42.0,18.0,46.0,18.0
205,1,NORTH,206,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2579.0,5883.0,3291.0,1843.0,887.0,2051.0,1107.0,1483.0,1199.0,6683.0,4415.0,4111.0,4375.0,3.0,723.0,3383.0,2803.0,3067.0,1171.0,1515.0,427.0,3267.0,1331.0,3963.0,5755.0,1019.0,1195.0
210,1,NORTH,211,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1597.0,1465.0,645.0,2037.0,85.0,401.0,627.0,173.0,611.0,2014.333333,2061.0,1909.0,2165.0,13.0,333.0,759.0,609.0,605.0,721.0,1201.0,1341.0,1659.0,467.0,1621.0,1929.0,157.0,265.0
211,1,NORTH,212,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,94.0,13.0,247.0,247.0,229.0,220.0,148.0,13.0,115.0,274.0,226.0,166.0,310.0,130.0,157.0,322.0,94.0,259.0,328.0,112.0,151.0
213,1,NORTH,214,15.0,114.0,116.0,21.0,15.0,6.0,3.0,3.0,33.0,3.0,3.0,9.0,72.0,27.0,39.0,75.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,27.0,3.0,3.0
214,1,NORTH,215,264.3333333,247.0,191.0,247.0,159.0,87.0,19.0,27.0,19.0,19.0,19.0,223.0,19.0,331.0,299.0,59.0,19.0,35.0,19.0,23.0,19.0,19.0,19.0,19.0,19.0,19.0,91.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,75.0,75.0,291.0
215,1,NORTH,216,23.0,26.0,53.0,67.0,31.0,57.0,30.0,16.0,16.0,28.0,22.0,26.0,31.0,39.0,48.0,52.0,40.0,28.0,16.0,16.0,17.0,16.0,36.0,37.0,16.0,50.0,108.0,103.3333333,36.0,32.0,24.0,16.0,16.0,16.0,16.0,40.0,16.0,24.0
216,1,NORTH,217,58.0,99.0,84.0,13.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,28.0,46.0,34.0,10.0,22.0,28.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,46.0,28.0,22.0
217,1,NORTH,218,28.33333333,13.0,22.0,10.0,10.0,21.0,10.0,10.0,10.0,10.0,10.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,29.33333333,34.0,10.0
218,1,NORTH,219,15.0,39.0,31.0,27.0,15.0,15.0,27.0,15.0,27.0,23.0,23.0,28.0,15.0,27.0,39.0,15.0,25.0,15.0,27.0,19.0,15.0,15.0,39.0,31.0,15.0,27.0,20.0,25.0,15.0,23.0,31.0,15.0,35.0,56.33333333,35.0,15.0,27.0,27.0
219,1,NORTH,220,41.0,187.0,222.0,18.0,35.0,150.0,108.0,17.0,277.0,79.0,93.0,134.0,37.0,77.0,138.3333333,45.0,21.0,85.0,25.0,142.0,81.0,110.0,86.0,106.0,13.0,53.0,86.0,226.0,269.0,61.0,230.0,97.0,61.0,232.6666667,270.0,58.0,21.0,25.0
220,1,NORTH,221,109.0,601.0,79.0,106.0,79.0,106.0,247.0,19.0,308.0,148.0,223.0,322.0,55.0,19.0,511.0,139.0,151.0,103.0,55.0,106.0,223.0,19.0,142.0,547.0,19.0,139.0,55.0,157.0,475.0,103.0,406.0,151.0,178.0,393.0,346.0,190.0,67.0,31.0
221,1,NORTH,222,15.0,51.0,15.0,15.0,51.0,63.0,15.0,15.0,15.0,177.0,15.0,255.0,15.0,87.0,141.0,87.0,15.0,15.0,108.0,87.0,27.0,75.0,195.0,99.0,15.0,15.0,63.0,102.0,75.0,75.0,51.0,51.0,136.0,39.0,135.0,51.0,51.0,51.0
222,1,NORTH,223,11.0,11.0,23.0,29.0,11.0,11.0,11.0,11.0,11.0,83.0,11.0,143.0,14.0,29.0,14.0,29.0,11.0,35.0,59.0,107.0,23.0,11.0,119.0,119.0,11.0,11.0,38.0,35.0,11.0,11.0,47.0,11.0,47.0,35.0,11.0,11.0,11.0,11.0
223,1,NORTH,224,101.0,365.0,821.0,221.0,261.0,665.0,437.0,3149.0,397.0,1405.0,1517.0,1185.0,393.0,509.0,1518.333333,369.0,533.0,869.0,725.0,897.0,1733.0,2193.0,2557.0,1805.0,5.0,173.0,393.0,465.0,1277.0,2237.0,2865.0,1517.0,3197.0,3129.0,953.0,941.0,21.0,485.0
224,1,NORTH,225,817.0,669.0,1577.0,321.0,325.0,1007.0,1427.0,2949.0,5103.0,1941.0,1929.0,3109.666667,815.0,493.0,7809.0,281.0,589.0,1557.0,1149.0,697.0,2821.0,3079.0,3987.0,2775.0,5.0,325.0,903.0,2191.0,2355.0,2453.0,7469.0,3251.0,7305.0,6874.333333,3215.0,2849.0,417.0,349.0
225,1,NORTH,226,308.0,224.0,484.0,69.0,210.0,289.0,208.0,381.0,940.0,640.0,492.0,1509.0,225.0,184.0,655.3333333,146.0,376.0,523.0,424.0,393.0,680.0,905.0,1282.0,981.0,16.0,72.0,237.0,320.0,620.0,1012.0,1285.0,719.0,1461.0,1335.0,548.0,820.0,32.0,176.0
229,1,NORTH,230,253.0,302.0,281.0,190.0,127.0,64.0,91.0,4.0,34.0,28.0,1.0,73.0,202.0,91.0,172.0,76.0,97.0,73.0,19.0,1.0,1.0,1.0,1.0,25.0,1.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,37.0,19.0,226.0,115.0,13.0
230,1,NORTH,231,26.0,92.0,77.33333333,42.0,50.0,24.0,22.0,22.0,20.0,20.0,20.0,24.0,38.0,40.0,84.0,20.0,46.0,40.0,20.0,20.0,20.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,56.0,20.0,20.0
231,1,NORTH,232,297.0,151.0,235.6666667,107.0,67.0,59.0,335.0,53.0,166.3333333,31.0,17.0,137.0,47.0,95.0,373.0,29.0,135.0,79.0,27.0,57.0,15.0,63.0,295.0,17.0,15.0,23.0,21.0,15.0,15.0,15.0,15.0,55.0,127.0,195.0,155.0,103.0,23.0,15.0
232,1,NORTH,233,91.0,31.0,114.0,51.0,21.0,33.0,33.0,13.0,11.0,29.0,11.0,39.0,25.0,23.0,59.0,17.0,17.0,15.0,11.0,11.0,11.0,11.0,80.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,536.0,559.6666667,400.0,57.0
233,2,EAST,1,23.0,20.0,11.0,23.0,53.0,5.0,5.0,5.0,11.0,5.0,11.0,29.0,35.0,11.0,17.0,11.0,8.0,5.0,8.0,5.0,5.0,5.0,5.0,11.0,5.0,20.0,5.0,5.0,5.0,5.0,99.0,99.0,5.0,11.0,11.0,5.0,5.0,5.0
234,2,EAST,2,19.0,18.0,18.33333333,18.0,9.0,13.0,8.0,10.0,8.0,8.0,18.0,11.0,12.0,8.0,8.0,10.0,10.0,14.0,8.0,8.0,8.0,8.0,8.0,15.0,8.0,15.0,12.0,8.0,9.0,15.0,9.0,8.0,8.0,8.0,10.0,14.0,15.0,8.0
235,2,EAST,3,18.0,18.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,16.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,7.0,13.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,13.0,7.0,7.0,7.0
236,2,EAST,4,80.0,62.0,80.0,60.0,6.0,122.0,62.0,34.0,6.0,32.0,10.0,28.0,94.0,89.33333333,48.0,14.0,116.0,10.0,16.0,20.0,28.0,18.0,20.0,67.33333333,6.0,6.0,104.0,10.0,12.0,16.0,36.0,6.0,22.0,14.0,70.0,44.0,30.0,58.0
237,2,EAST,5,277.0,357.0,357.0,229.0,221.0,117.0,97.0,45.0,85.0,77.0,13.0,381.0,423.6666667,393.0,289.0,181.0,245.0,105.0,21.0,93.0,137.0,13.0,137.0,253.0,13.0,193.0,293.0,29.0,73.0,101.0,181.0,13.0,17.0,17.0,189.0,309.0,169.0,37.0
238,2,EAST,6,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,26.0,14.0,16.0,24.0,16.0,12.0,12.0,12.0,12.0,12.0,14.0,12.0,16.0,22.0,22.0,28.0,32.0,12.0,12.0,12.0,12.0,20.0,34.66666667,30.0,32.0
