,Warehouse id,Region,SKU id,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00
113,Wh-1,NORTH,SKU-114,3.0,5.0,3.0,35.0,3.0,13.0,3.0,35.0,29.0,3.0,19.0,3.0,45.0,31.0,3.0,3.0,11.0,11.0,3.0,5.0,45.0,3.0,43.0,23.0,3.0,3.0,3.0,29.0,3.0,43.0,3.0,15.0,3.0,27.0,11.0,3.0,3.0,3.0
114,Wh-1,NORTH,SKU-115,26.0,54.0,82.0,38.0,34.0,26.0,18.0,40.0,22.0,84.0,62.0,26.0,18.0,66.0,110.0,90.0,42.0,54.0,108.0,76.0,88.0,42.0,18.0,30.0,18.0,22.0,30.0,30.0,80.0,18.0,30.0,22.0,28.0,18.0,58.0,46.0,26.0,28.0
115,Wh-1,NORTH,SKU-116,10.0,9.333333333333334,4.0,5.333333333333333,4.0,4.0,4.666666666666667,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.333333333333333,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.66666666666667,4.0,4.666666666666667,4.0,4.0
116,Wh-1,NORTH,SKU-117,4.0,4.0,10.0,10.0,4.0,24.0,4.0,9.0,4.0,29.0,4.0,7.0,84.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,4.0,7.0,4.0,13.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
118,Wh-1,NORTH,SKU-119,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,34.0,30.0,48.0,59.66666666666666,27.0,23.0,28.0,20.0,20.0,24.0,20.0,20.0,20.0,20.0,46.0,148.6666666666667,132.8888888888889,96.2962962962963,38.0,50.0,20.0,67.0,60.0,21.0,51.0,32.0,38.0
119,Wh-1,NORTH,SKU-120,404.0,212.0,332.0,600.0,356.0,92.0,104.0,140.0,44.0,44.0,11.0,260.0,482.0,500.0,320.0,452.0,188.0,176.0,95.0,44.0,116.0,164.0,164.0,176.0,8.0,296.0,320.0,272.0,188.0,8.0,68.0,8.0,380.0,236.0,200.0,116.0,8.0,8.0
120,Wh-1,NORTH,SKU-121,768.0,1268.0,848.0,736.0,736.0,928.0,64.0,240.0,816.0,176.0,196.0,832.0,1540.0,848.0,1504.0,344.0,336.0,996.0,128.0,208.0,340.0,512.0,928.0,16.0,16.0,976.0,432.0,356.0,868.0,848.0,896.0,16.0,616.0,720.0,648.0,932.0,608.0,64.0
121,Wh-1,NORTH,SKU-122,130.0,434.0,362.0,314.0,394.0,274.0,82.0,256.0,188.0,74.0,66.0,298.0,282.0,306.0,314.0,210.0,190.0,340.0,50.0,76.0,92.0,106.0,82.0,28.0,10.0,114.0,218.0,450.0,356.0,122.0,106.0,186.0,132.0,122.0,202.0,354.0,162.0,10.0
122,Wh-1,NORTH,SKU-123,236.0,228.0,200.0,192.0,98.0,74.0,2.0,2.0,38.0,152.0,62.0,32.0,128.0,62.0,122.0,104.0,26.0,62.0,2.0,14.0,20.0,2.0,92.0,86.0,2.0,83.0,86.0,26.0,122.0,98.0,20.0,2.0,26.0,104.0,80.0,140.0,38.0,110.0
123,Wh-1,NORTH,SKU-124,1765.0,1513.0,1975.0,1315.0,700.0,355.0,247.0,607.0,253.0,313.0,991.0,1591.0,2393.0,2101.0,1381.0,787.0,133.0,565.0,367.0,145.0,400.0,595.0,1681.0,745.0,13.0,2844.0,2633.666666666667,1051.0,1381.0,874.0,217.0,79.0,1366.0,871.0,937.0,1663.0,265.0,991.0
124,Wh-1,NORTH,SKU-125,88.0,100.0,202.0,80.0,66.0,138.0,10.0,20.0,20.0,114.0,10.0,186.0,304.0,244.0,408.0,490.0,160.0,214.0,10.0,22.0,36.0,148.0,300.0,236.0,10.0,306.6666666666667,330.0,392.0,300.0,148.0,86.0,22.0,126.0,50.0,130.0,330.0,216.0,162.0
125,Wh-1,NORTH,SKU-126,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,24.0,10.0,10.0,10.0,10.0,10.0,16.0,10.0,16.0,10.0,10.0,10.0,10.0,10.0,42.0,131.6666666666667,137.5555555555555,16.0,10.0,16.0,10.0,10.0,10.0,218.0,177.3333333333333,10.0,10.0
126,Wh-1,NORTH,SKU-127,521.0,216.0,707.0,418.0,80.0,52.0,5.0,49.0,111.0,513.0,209.0,415.0,450.0,538.0,327.0,113.0,90.0,118.0,119.0,23.0,66.0,141.0,435.0,226.0,5.0,213.0,635.0,303.0,145.0,21.0,9.0,55.0,274.0,189.0,213.0,579.0,85.0,123.0
127,Wh-1,NORTH,SKU-128,3.0,3.0,71.0,166.0,100.0,59.0,3.0,3.0,179.0,40.0,15.0,55.0,23.0,40.0,75.0,15.0,39.0,32.0,63.0,146.0,125.0,176.0,106.0,25.0,3.0,3.0,35.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,139.0,155.0,43.0,23.0
128,Wh-1,NORTH,SKU-129,60.0,20.0,44.0,20.0,22.0,20.0,44.0,52.0,20.0,68.0,44.0,60.0,20.0,20.0,20.0,68.0,68.0,20.0,20.0,20.0,44.0,44.0,68.0,20.0,20.0,20.0,20.0,20.0,68.0,20.0,20.0,20.0,20.0,44.0,20.0,20.0,20.0,20.0
129,Wh-1,NORTH,SKU-130,149.0,154.0,65.0,17.0,331.0,77.0,185.0,77.0,209.0,77.0,161.0,281.0,233.0,149.0,125.0,150.0,345.0,63.0,137.0,257.0,17.0,5.0,65.0,53.0,5.0,5.0,17.0,101.0,113.0,5.0,41.0,53.0,5.0,5.0,5.0,5.0,5.0,5.0
130,Wh-1,NORTH,SKU-131,946.0,442.0,370.0,1044.0,588.0,10.0,10.0,10.0,730.0,610.0,418.0,1238.0,346.0,514.0,518.0,514.0,1152.0,218.0,154.0,514.0,294.0,202.0,684.6666666666666,106.0,10.0,58.0,178.0,442.0,564.0,40.0,130.0,106.0,16.0,10.0,10.0,682.0,178.0,34.0
131,Wh-1,NORTH,SKU-132,2109.0,1481.0,1049.0,1989.0,1653.0,2125.0,1673.0,4265.0,3185.0,1001.0,1249.0,2921.0,1401.0,1513.0,2177.0,1653.0,597.0,2013.0,1001.0,2945.0,2481.0,2417.0,1913.0,761.0,17.0,161.0,713.0,1005.0,1433.0,1097.0,1173.0,2609.0,3595.666666666667,3377.0,2681.0,2709.0,281.0,233.0
132,Wh-1,NORTH,SKU-133,1234.0,1570.0,1487.0,2033.0,1559.0,1489.0,1967.0,1870.0,622.0,2039.0,675.0,2007.0,1494.0,1421.0,1603.0,1043.0,981.0,1934.0,1133.0,1966.0,2594.0,1919.0,1252.0,1188.0,10.0,184.0,796.0,1965.0,938.0,1213.0,1680.0,2206.0,2811.0,2825.0,1762.0,1846.0,142.0,190.0
133,Wh-1,NORTH,SKU-134,804.0,942.0,1062.0,571.0,972.0,741.0,1254.0,426.0,1692.0,1160.0,256.0,856.0,422.0,564.0,714.0,628.0,337.0,1125.0,667.0,1202.0,1604.0,1022.0,880.0,362.0,6.0,126.0,608.0,902.0,816.0,1345.0,960.0,1282.0,1765.0,1546.0,862.0,1134.0,60.0,108.0
134,Wh-1,NORTH,SKU-135,157.0,1049.0,949.0,109.0,589.0,229.0,205.0,517.0,349.0,853.0,253.0,709.0,637.0,445.0,157.0,665.0,377.0,697.0,589.0,565.0,325.0,301.0,181.0,709.0,13.0,37.0,229.0,13.0,85.0,925.0,565.0,373.0,281.0,349.0,997.0,853.0,13.0,13.0
135,Wh-1,NORTH,SKU-136,1045.0,1210.0,1333.0,829.0,892.0,541.0,1153.0,2089.0,1531.0,919.0,1003.0,2134.0,499.0,1294.0,979.0,361.0,1246.0,1522.0,838.0,883.0,1558.0,1159.0,316.0,781.0,19.0,91.0,445.0,718.0,1051.0,676.0,679.0,19.0,19.0,19.0,1507.0,1837.0,643.0,403.0
136,Wh-1,NORTH,SKU-137,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1873.0,544.0,610.0,1150.0,1897.0,703.0,568.0,10.0,370.0,850.0,763.0,718.0,1858.0,2226.0,2682.666666666667,1974.888888888889,130.0,10.0,130.0,1510.0,850.0
137,Wh-1,NORTH,SKU-138,198.0,262.0,202.0,266.0,186.0,182.0,158.0,302.0,258.0,90.0,30.0,132.0,238.0,70.0,326.0,98.0,28.0,50.0,94.0,258.0,98.0,86.0,26.0,85.0,2.0,70.0,55.0,54.0,70.0,90.0,218.0,78.0,346.0,161.0,370.0,406.0,66.0,34.0
138,Wh-1,NORTH,SKU-139,530.0,448.0,216.0,700.0,216.0,280.0,600.0,256.0,552.0,344.0,194.0,378.0,364.0,298.0,432.0,392.0,192.0,532.0,208.0,368.0,244.0,248.0,56.0,154.0,108.0,120.0,8.0,32.0,256.0,720.0,224.0,96.0,418.0,520.0,488.0,704.0,56.0,144.0
139,Wh-1,NORTH,SKU-140,1327.0,1627.0,787.0,982.0,895.0,1927.0,667.0,2047.0,1543.0,1051.0,316.0,1393.0,847.0,919.0,1081.0,838.0,457.0,1600.0,847.0,1879.0,1954.0,1459.0,1255.0,571.0,7.0,379.0,1951.0,1603.0,1147.0,1720.0,979.0,691.0,1999.0,2317.0,979.0,1015.0,211.0,127.0
140,Wh-1,NORTH,SKU-141,1517.0,1829.0,1069.0,1429.0,1185.0,1005.0,349.0,1805.0,1533.0,797.0,1453.0,1181.0,941.0,557.0,1245.0,1485.0,381.0,749.0,933.0,1405.0,1361.0,733.0,1597.0,381.0,13.0,141.0,685.0,669.0,877.0,949.0,657.0,1213.0,1681.0,1949.0,781.0,1565.0,29.0,13.0
141,Wh-1,NORTH,SKU-142,12.0,12.0,102.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,30.0,30.0,102.0,12.0,12.0,48.0,66.0,12.0,39.0,48.0,48.0,84.0,12.0,12.0,12.0,66.0,30.0,48.0,45.0,30.0,12.0,48.0,93.0,84.0,12.0,12.0,12.0
142,Wh-1,NORTH,SKU-143,20.0,20.0,397.3333333333333,427.1111111111111,20.0,140.0,164.0,68.0,20.0,44.0,20.0,236.0,68.0,116.0,116.0,44.0,138.6666666666667,48.0,44.0,92.0,140.0,44.0,20.0,20.0,20.0,20.0,116.0,44.0,92.0,116.0,116.0,44.0,116.0,236.0,116.0,164.0,32.0,20.0
143,Wh-1,NORTH,SKU-144,100.6666666666667,60.0,60.0,89.0,38.0,54.0,14.0,38.0,40.0,68.0,22.0,102.0,42.0,56.0,64.0,50.0,46.0,60.0,20.0,26.0,50.0,14.0,32.0,38.0,14.0,62.0,14.0,26.0,14.0,50.0,52.0,14.0,18.0,38.0,46.0,110.0,42.0,14.0
144,Wh-1,NORTH,SKU-145,8.0,8.0,8.0,8.0,8.0,72.0,8.0,152.0,12.0,588.0,8.0,136.0,445.3333333333333,488.0,604.0,224.0,68.0,581.3333333333334,284.0,8.0,8.0,20.0,436.0,8.0,8.0,104.0,349.3333333333333,128.0,56.0,320.0,8.0,8.0,8.0,8.0,8.0,440.0,44.0,32.0
145,Wh-1,NORTH,SKU-146,3.0,3.0,3.0,3.0,3.0,15.0,3.0,75.0,183.0,3.0,75.0,291.0,540.0,393.0,102.0,96.0,138.0,336.0,156.0,3.0,75.0,309.0,597.0,120.0,3.0,21.0,273.0,414.0,363.0,462.0,3.0,3.0,78.0,363.0,453.0,228.0,3.0,156.0
146,Wh-1,NORTH,SKU-147,1930.0,1576.0,2493.0,1217.0,1541.0,1283.0,267.0,950.0,1196.0,1116.0,616.0,2781.0,2694.0,1633.0,376.0,215.0,196.0,349.0,52.0,162.0,354.0,16.0,64.0,24.0,4.0,4.0,82.0,96.0,138.0,569.0,41.0,48.0,252.0,22.0,4.0,344.0,24.0,54.0
147,Wh-1,NORTH,SKU-148,608.0,284.0,302.0,506.0,383.0,143.0,5.0,230.0,167.0,125.0,2.0,344.0,275.0,140.0,578.0,278.0,248.0,542.0,14.0,2.0,446.0,38.0,362.0,2.0,2.0,92.0,272.0,221.0,362.0,212.0,227.0,86.0,371.0,284.0,332.0,470.0,98.0,86.0
148,Wh-1,NORTH,SKU-149,1148.0,1130.0,1100.0,1042.0,788.0,302.0,422.0,402.0,696.0,180.0,122.0,752.0,590.0,292.0,584.0,512.0,472.0,752.0,356.0,488.0,236.0,176.0,456.0,112.0,12.0,116.0,284.0,266.0,446.0,284.0,160.0,188.0,280.0,208.0,264.0,1028.0,144.0,144.0
149,Wh-1,NORTH,SKU-150,2979.0,2627.0,2971.0,1891.0,1383.0,1483.0,675.0,1291.0,1231.0,531.0,499.0,1823.0,2359.0,2139.0,2239.0,1747.0,2427.0,2107.0,1087.0,1023.0,1859.0,867.0,3287.0,555.0,19.0,715.0,1523.0,1939.0,2827.0,1443.0,971.0,963.0,3523.0,1515.0,1859.0,4079.0,259.0,171.0
150,Wh-1,NORTH,SKU-151,772.0,1357.0,2005.0,286.0,430.0,118.0,280.0,820.0,268.0,166.0,193.0,358.0,406.0,286.0,4321.0,3358.0,4783.0,3337.0,2068.0,1405.0,3562.0,5407.0,8695.0,2860.0,16.0,460.0,1855.0,2488.0,4057.0,1981.0,535.0,1099.0,7609.0,5368.0,4639.0,6307.0,274.0,400.0
151,Wh-1,NORTH,SKU-152,311.0,371.0,588.0,545.0,176.0,251.0,209.0,134.0,2.0,2.0,23.0,254.0,347.0,1019.0,422.0,296.0,137.0,560.0,50.0,104.0,149.0,62.0,182.0,86.0,2.0,110.0,377.0,239.0,221.0,98.0,32.0,50.0,77.0,8.0,230.0,368.0,110.0,2.0
152,Wh-1,NORTH,SKU-153,15.0,177.6666666666667,182.5555555555555,7.0,7.0,7.0,95.0,39.0,7.0,7.0,7.0,123.0,51.0,139.0,135.0,15.0,15.0,7.0,7.0,63.0,23.0,129.0,7.0,55.0,7.0,7.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,143.0,111.0,63.0,31.0,7.0
153,Wh-1,NORTH,SKU-154,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,28.0,4.0,12.0,18.0,5.0,22.0,12.0,4.0,4.0,4.0,4.0,4.0,44.0,51.0,53.0,4.0,4.0,8.0,22.0,14.0,27.0,44.0,56.0,8.0,47.33333333333334,38.0,29.0,36.0,16.0,4.0
154,Wh-1,NORTH,SKU-155,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,5.0,18.33333333333333,13.0,9.0,5.0,21.0,5.0,5.0,5.0,5.0,9.0,37.0,33.0,7.0,13.0,5.0,13.0,15.66666666666667,5.0,7.0,25.0,5.0,9.0,5.0,5.0,31.0,7.0,16.33333333333333,5.0
156,Wh-1,NORTH,SKU-157,15.0,15.0,15.0,15.0,153.0,249.0,249.0,144.0,207.0,333.0,237.0,183.0,595.0,657.3333333333334,453.0,219.0,123.0,251.0,63.0,60.0,240.0,327.0,240.0,63.0,15.0,69.0,333.0,243.0,144.0,255.0,225.0,15.0,126.0,132.0,309.0,321.0,162.0,240.0
157,Wh-1,NORTH,SKU-158,13.0,13.0,13.0,97.0,154.0,85.0,118.0,58.0,199.0,220.0,165.0,79.0,100.0,120.0,49.0,127.0,16.0,52.0,19.0,55.0,85.0,55.0,85.0,16.0,13.0,31.0,22.0,58.0,16.0,13.0,25.0,13.0,52.0,22.0,85.0,40.0,13.0,37.0
158,Wh-1,NORTH,SKU-159,1.0,52.66666666666666,7.0,1.0,36.0,26.0,53.0,9.0,53.0,67.0,49.0,36.0,44.0,19.0,21.0,21.0,41.66666666666666,1.0,1.0,3.0,13.0,35.0,7.0,6.0,1.0,1.0,12.0,3.0,14.0,37.0,1.0,1.0,28.0,13.0,24.0,29.0,7.0,3.0
159,Wh-1,NORTH,SKU-160,3.0,3.0,403.0,399.0,323.0,195.0,195.0,27.0,195.0,299.0,179.0,243.0,391.0,75.0,75.0,223.0,183.0,11.0,43.0,3.0,79.0,159.0,131.0,99.0,3.0,3.0,199.0,15.0,143.0,187.0,27.0,67.0,283.0,163.0,267.0,407.0,139.0,27.0
160,Wh-1,NORTH,SKU-161,76.0,22.0,48.0,10.0,49.0,27.0,20.0,27.0,80.66666666666667,68.55555555555556,18.0,33.0,29.0,41.0,26.0,58.66666666666666,32.0,29.0,42.0,12.0,26.0,32.0,18.0,27.0,10.0,12.0,24.0,11.0,26.0,38.0,40.0,32.0,39.0,16.0,40.0,51.0,39.0,28.0
164,Wh-1,NORTH,SKU-165,1.0,1.0,1.0,100.0,120.0,67.0,72.0,21.0,1.0,88.33333333333333,17.0,137.0,80.0,125.0,62.0,30.0,11.0,5.0,33.0,24.0,55.0,6.0,80.0,15.0,1.0,1.0,41.0,6.0,22.0,17.0,21.0,41.0,148.0,17.0,84.0,83.0,22.0,25.0
165,Wh-1,NORTH,SKU-166,8.0,8.0,8.0,48.0,180.0,84.0,110.0,24.0,172.0,204.0,40.0,156.0,152.0,206.0,70.0,28.0,42.0,36.0,32.0,34.0,64.0,14.0,110.0,26.0,8.0,16.0,12.0,14.0,28.0,48.0,12.0,28.0,64.0,26.0,144.0,138.0,42.0,30.0
166,Wh-1,NORTH,SKU-167,183.0,77.0,144.0,104.0,17.0,11.0,140.0,11.0,86.0,171.0,191.0,134.0,113.0,167.0,74.0,41.0,71.0,14.0,35.0,29.0,86.0,20.0,59.0,26.0,11.0,29.0,68.0,20.0,92.0,41.0,11.0,11.0,14.0,32.0,44.0,23.0,29.0,11.0
167,Wh-1,NORTH,SKU-168,107.0,184.3333333333333,159.4444444444445,19.0,19.0,67.0,59.0,27.0,59.0,167.0,216.3333333333333,212.7777777777778,256.9259259259259,224.9753086419753,19.0,51.0,19.0,75.0,19.0,23.0,35.0,143.0,39.0,19.0,19.0,19.0,67.0,43.0,27.0,67.0,19.0,19.0,19.0,19.0,43.0,35.0,43.0,35.0
172,Wh-1,NORTH,SKU-173,549.6666666666666,345.0,497.0,181.0,163.0,135.0,105.0,179.0,487.0,205.0,267.0,255.0,319.0,379.0,249.0,69.0,71.0,207.0,15.0,165.0,289.0,359.0,371.0,79.0,15.0,43.0,139.0,25.0,233.0,107.0,51.0,55.0,293.0,87.0,285.0,355.0,79.0,115.0
181,Wh-1,NORTH,SKU-182,4.0,76.0,152.0,128.0,60.0,4.0,124.0,8.0,96.0,8.0,44.0,8.0,84.0,164.0,132.0,4.0,4.0,4.0,4.0,8.0,56.0,12.0,228.0,4.0,4.0,36.0,96.0,4.0,116.0,124.0,12.0,20.0,140.0,60.0,204.0,100.0,56.0,4.0
184,Wh-1,NORTH,SKU-185,15.0,263.0,389.6666666666667,295.0,135.0,67.0,19.0,15.0,231.0,139.0,95.0,319.0,267.0,247.0,175.0,19.0,39.0,55.0,15.0,27.0,23.0,99.0,95.0,59.0,15.0,15.0,139.0,67.0,231.0,67.0,119.0,55.0,203.0,123.0,375.0,287.0,55.0,39.0
185,Wh-1,NORTH,SKU-186,91.0,70.0,67.33333333333333,32.0,26.0,19.0,9.0,7.0,15.0,45.0,9.0,41.0,37.0,15.0,7.0,8.0,25.0,31.0,7.0,29.0,36.0,44.0,69.0,9.0,7.0,31.0,15.0,27.0,32.0,57.0,15.0,15.0,49.0,15.0,79.0,67.33333333333333,35.0,7.0
189,Wh-1,NORTH,SKU-190,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,205.0,423.0,641.0,713.0,551.0,391.0,107.0,65.0,373.0,83.0,259.0,323.0,481.0,159.0,801.0,11.0,83.0,257.0,283.0,167.0,285.0,175.0,159.0,483.0,173.0,451.0,855.0,99.0,127.0
193,Wh-1,NORTH,SKU-194,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,467.0,571.0,891.0,987.0,1011.0,91.0,159.0,331.0,403.0,415.0,443.0,259.0,87.0,423.0,19.0,83.0,103.0,263.0,91.0,431.0,43.0,195.0,703.0,267.0,223.0,475.0,131.0,131.0
195,Wh-1,NORTH,SKU-196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,161.0,233.0,329.0,400.3333333333333,389.0,149.0,179.0,61.0,149.0,13.0,261.0,177.0,189.0,93.0,111.0,1.0,37.0,97.0,33.0,77.0,99.0,37.0,25.0,127.0,21.0,135.0,175.0,33.0,73.0
198,Wh-1,NORTH,SKU-199,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,134.0,275.0,327.0,614.0,549.0,230.0,126.0,161.0,102.0,76.0,156.0,144.0,388.0,233.0,137.0,4.0,58.0,300.0,246.0,127.0,274.0,284.0,140.0,474.0,147.0,554.0,591.0,48.0,180.0
202,Wh-1,NORTH,SKU-203,42.0,22.0,35.33333333333334,20.0,30.0,22.0,18.0,18.0,34.0,18.0,34.66666666666666,20.0,28.0,18.0,47.33333333333334,50.0,46.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,22.0,46.0,30.0,18.0,18.0,18.0,34.0,18.0,42.0,18.0,46.0,18.0
205,Wh-1,NORTH,SKU-206,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2579.0,5883.0,3291.0,1843.0,887.0,2051.0,1107.0,1483.0,1199.0,6683.0,4415.0,4111.0,4375.0,3.0,723.0,3383.0,2803.0,3067.0,1171.0,1515.0,427.0,8043.0,1331.0,3963.0,5755.0,1019.0,1195.0
210,Wh-1,NORTH,SKU-211,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1597.0,1465.0,645.0,2037.0,85.0,401.0,627.0,173.0,611.0,3371.0,2061.0,1909.0,2165.0,13.0,333.0,759.0,609.0,605.0,721.0,1201.0,1341.0,3169.0,467.0,1621.0,1929.0,157.0,265.0
211,Wh-1,NORTH,SKU-212,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,94.0,13.0,247.0,247.0,229.0,58.0,373.0,13.0,115.0,274.0,226.0,166.0,310.0,130.0,157.0,322.0,94.0,259.0,328.0,112.0,151.0
213,Wh-1,NORTH,SKU-214,15.0,114.0,110.0,21.0,15.0,6.0,3.0,3.0,33.0,3.0,3.0,9.0,36.0,27.0,47.0,43.66666666666666,9.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,27.0,3.0,3.0
214,Wh-1,NORTH,SKU-215,264.3333333333333,234.1111111111111,191.0,199.0,159.0,87.0,19.0,27.0,19.0,19.0,19.0,87.0,19.0,216.3333333333333,191.4444444444445,59.0,19.0,35.0,19.0,23.0,19.0,19.0,19.0,19.0,19.0,19.0,91.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,75.0,75.0,291.0
215,Wh-1,NORTH,SKU-216,23.0,26.0,53.0,67.0,31.0,57.0,30.0,16.0,16.0,28.0,22.0,26.0,31.0,39.0,48.0,52.0,40.0,28.0,16.0,16.0,17.0,16.0,36.0,37.0,16.0,50.0,108.0,109.3333333333333,36.0,32.0,24.0,16.0,16.0,16.0,16.0,40.0,16.0,24.0
216,Wh-1,NORTH,SKU-217,99.0,112.6666666666667,88.22222222222223,13.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,28.0,36.0,34.0,10.0,22.0,28.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,28.0,28.0,22.0
217,Wh-1,NORTH,SKU-218,28.33333333333333,21.11111111111111,17.70370370370371,10.0,10.0,13.66666666666667,10.0,10.0,10.0,10.0,10.0,11.33333333333333,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,16.66666666666667,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,29.33333333333333,24.44444444444444,10.0
218,Wh-1,NORTH,SKU-219,15.0,39.0,31.0,27.0,15.0,15.0,27.0,15.0,27.0,23.0,23.0,28.0,15.0,27.0,39.0,15.0,25.0,15.0,27.0,19.0,15.0,15.0,39.0,31.0,15.0,27.0,20.0,40.0,15.0,23.0,31.0,15.0,35.0,56.33333333333334,35.0,15.0,27.0,27.0
219,Wh-1,NORTH,SKU-220,41.0,187.0,222.0,18.0,35.0,150.0,108.0,17.0,277.0,79.0,93.0,134.0,37.0,77.0,293.0,45.0,21.0,85.0,25.0,142.0,81.0,110.0,86.0,106.0,13.0,53.0,86.0,226.0,269.0,61.0,230.0,97.0,61.0,232.6666666666667,270.0,58.0,21.0,25.0
220,Wh-1,NORTH,SKU-221,109.0,263.0,79.0,106.0,79.0,106.0,247.0,19.0,308.0,148.0,223.0,322.0,55.0,19.0,223.0,139.0,151.0,103.0,55.0,106.0,223.0,19.0,142.0,236.0,19.0,139.0,55.0,157.0,475.0,103.0,406.0,151.0,178.0,393.0,346.0,190.0,67.0,31.0
221,Wh-1,NORTH,SKU-222,15.0,51.0,15.0,15.0,51.0,63.0,15.0,15.0,15.0,177.0,15.0,95.0,15.0,87.0,141.0,87.0,15.0,15.0,108.0,87.0,27.0,75.0,195.0,99.0,15.0,15.0,63.0,102.0,75.0,75.0,51.0,51.0,136.0,39.0,135.0,51.0,51.0,51.0
222,Wh-1,NORTH,SKU-223,11.0,11.0,23.0,29.0,11.0,11.0,11.0,11.0,11.0,35.0,11.0,56.0,14.0,29.0,14.0,29.0,11.0,35.0,59.0,63.0,23.0,11.0,119.0,107.0,11.0,11.0,38.0,35.0,11.0,11.0,47.0,11.0,47.0,35.0,11.0,11.0,11.0,11.0
223,Wh-1,NORTH,SKU-224,101.0,365.0,821.0,221.0,261.0,665.0,437.0,3149.0,397.0,1405.0,1517.0,1185.0,393.0,509.0,1518.333333333333,369.0,533.0,869.0,725.0,897.0,1733.0,2193.0,2557.0,1805.0,5.0,173.0,393.0,465.0,1277.0,2237.0,2865.0,1517.0,3197.0,3129.0,953.0,941.0,21.0,485.0
224,Wh-1,NORTH,SKU-225,817.0,669.0,1577.0,321.0,325.0,1007.0,1427.0,2949.0,5103.0,1941.0,1929.0,6585.0,815.0,493.0,2861.0,281.0,589.0,1557.0,1149.0,697.0,2821.0,3079.0,3987.0,2775.0,5.0,325.0,903.0,2191.0,2355.0,2453.0,4391.0,3251.0,6886.333333333333,6734.777777777777,3215.0,2849.0,417.0,349.0
225,Wh-1,NORTH,SKU-226,308.0,224.0,484.0,69.0,210.0,289.0,208.0,381.0,940.0,640.0,492.0,1509.0,225.0,184.0,1636.0,146.0,376.0,523.0,424.0,393.0,680.0,905.0,1282.0,981.0,16.0,72.0,237.0,320.0,620.0,1012.0,1285.0,719.0,1461.0,1335.0,548.0,820.0,32.0,176.0
