Warehouse id,Region,SKU id,01-04-2018 00:00,01-05-2018 00:00,01-06-2018 00:00,01-07-2018 00:00,01-08-2018 00:00,01-09-2018 00:00,01-10-2018 00:00,01-11-2018 00:00,01-12-2018 00:00,01-01-2019 00:00,01-02-2019 00:00,01-03-2019 00:00,01-04-2019 00:00,01-05-2019 00:00,01-06-2019 00:00,01-07-2019 00:00,01-08-2019 00:00,01-09-2019 00:00,01-10-2019 00:00,01-11-2019 00:00,01-12-2019 00:00,01-01-2020 00:00,01-02-2020 00:00,01-03-2020 00:00,01-04-2020 00:00,01-05-2020 00:00,01-06-2020 00:00,01-07-2020 00:00,01-08-2020 00:00,01-09-2020 00:00,01-10-2020 00:00,01-11-2020 00:00,01-12-2020 00:00,01-01-2021 00:00,01-02-2021 00:00,01-03-2021 00:00,01-04-2021 00:00,01-05-2021 00:00
1,NORTH,144,100.6666667,60,60,89,38,54,14,38,40,68,22,102,42,56,64,50,46,114,20,26,50,14,32,38,14,62,14,26,14,50,52,14,18,38,46,110,42,14
1,NORTH,145,8,8,8,8,8,72,8,152,12,588,8,136,712,488,1100,224,68,581.3333333,284,8,8,20,436,8,8,104,816,128,56,320,8,8,8,8,8,440,44,32
1,NORTH,146,3,3,3,3,3,15,3,75,183,3,75,291,408,393,102,96,138,336,156,3,75,309,342,120,3,21,273,414,363,462,3,3,78,363,453,228,3,156
1,NORTH,147,1930,1576,2493,1217,1541,1283,267,950,1196,1116,616,2030.333333,2694,1633,376,215,196,349,52,162,354,16,64,24,4,4,82,96,138,569,41,48,252,22,4,344,24,54
1,NORTH,148,398,284,302,506,383,143,5,230,167,125,2,344,275,140,332,278,248,542,14,2,446,38,362,2,2,92,272,221,362,212,227,86,371,284,332,470,98,86
1,NORTH,149,1148,1130,1100,1238,788,302,422,402,696,180,122,752,590,292,584,512,472,752,356,488,236,176,456,112,80,116,284,266,446,284,160,188,280,208,264,1028,144,144
1,NORTH,150,2979,2627,2971,1891,1383,1483,675,1291,1231,531,499,1823,2359,2139,2239,1747,2427,2107,1087,1023,1859,867,3287,555,429.6666667,715,1523,1939,2827,1443,971,963,3523,1515,1859,2065.666667,259,171
1,NORTH,151,772,1357,2005,286,430,118,280,820,268,166,193,358,406,286,4321,3358,4783,3337,2068,1405,3562,5407,8695,2860,16,460,1855,2488,4057,1981,535,1099,7609,5368,4639,6307,274,400
1,NORTH,152,311,371,588,545,176,251,209,134,2,2,23,254,347,1019,422,296,137,560,50,104,149,62,182,86,2,110,377,239,221,98,32,50,77,8,230,368,110,2
1,NORTH,153,15,155,175,7,7,7,95,39,7,7,7,123,51,139,135,15,15,7,7,63,23,129,7,55,7,7,15,7,7,7,7,7,7,143,111,63,31,7
1,NORTH,154,4,4,4,4,4,4,4,4,28,4,12,18,5,22,12,4,4,4,4,4,44,51,53,4,4,8,22,14,27,44,36,8,47.33333333,38,29,36,16,4
1,NORTH,155,5,5,5,5,5,5,5,5,53,5,37,13,9,5,21,5,5,5,5,9,37,55,7,13,5,13,29,5,7,25,5,9,5,5,31,7,37,5
1,NORTH,156,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,20,20
1,NORTH,157,15,15,15,15,153,249,249,144,207,555,237,183,595,685,453,219,123,567,63,60,240,327,240,63,15,69,333,243,144,255,225,15,126,132,309,321,162,240
1,NORTH,158,13,13,13,97,154,85,118,58,199,245,196,79,100,211,49,127,16,52,19,55,85,55,85,16,13,31,22,58,16,13,25,13,52,22,85,40,13,37
1,NORTH,159,1,52.66666667,7,1,36,26,53,9,53,67,49,36,44,19,21,21,41.66666667,1,1,3,13,35,7,6,1,1,12,3,14,37,1,1,28,13,24,29,7,3
1,NORTH,160,3,3,403,399,323,195,195,27,195,299,179,243,236.3333333,75,75,223,183,11,43,3,79,159,131,77.66666667,3,3,199,15,143,187,27,67,283,163,267,407,139,27
1,NORTH,161,76,22,48,10,110,27,20,27,108,107,18,33,29,68,26,58.66666667,32,29,42,12,26,32,18,27,10,12,24,11,26,38,40,32,39,16,40,74,39,28
1,NORTH,162,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,63,85,75
1,NORTH,163,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,76,76,16
1,NORTH,164,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,52,68,64
1,NORTH,165,1,1,1,100,120,67,72,21,1,88.33333333,17,137,80,125,62,30,11,5,33,24,55,6,80,15,1,1,41,6,22,17,21,41,148,17,84,83,22,25
1,NORTH,166,8,8,8,48,180,84,110,24,172,204,40,156,152,206,70,28,42,36,32,34,64,14,110,26,8,16,12,14,28,48,12,28,64,26,144,138,42,30
1,NORTH,167,221,77,144,104,17,11,140,11,86,236,191,134,113,167,74,41,71,14,35,29,86,20,59,26,11,29,68,20,92,41,11,11,14,32,44,23,29,11
1,NORTH,168,107,171,155,19,19,67,59,27,59,223,219,263,159,192.3333333,19,51,19,75,19,23,35,143,39,19,19,19,67,43,27,67,19,19,19,19,43,35,43,35
1,NORTH,169,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,67,54,114,102.6666667,20,4
1,NORTH,170,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,63,99,217,193,27,15
1,NORTH,171,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,264,214,270,264,66,81
1,NORTH,172,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1,NORTH,173,549.6666667,345,497,181,163,135,105,179,487,205,267,255,319,379,249,69,71,207,15,165,289,359,371,79,15,43,139,25,233,107,51,55,293,87,285,355,79,115
1,NORTH,174,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,39.66666667,33,25,29,9,9,25
1,NORTH,175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,14.33333333,1,1,1
1,NORTH,176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,NORTH,177,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,60,12,12,56,92,88,92,12,12
1,NORTH,178,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,228,234,29,101
1,NORTH,179,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,25,15,115,120.3333333,31,19
1,NORTH,180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,14,14,2,2,2,14,2,2,2,2
1,NORTH,181,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13.33333333,8,8,8,8,8,8,18.66666667,8,8
1,NORTH,182,4,76,152,128,60,4,124,8,96,8,44,8,84,164,132,4,4,4,4,8,56,12,81.33333333,4,4,36,96,4,116,124,12,20,140,60,121.3333333,100,56,4
1,NORTH,183,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,40,8,12,8,8,20,8,40,8,8,8,8,24,40,8,8,8
1,NORTH,184,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,21,17,31,17,17,17,17,17,17,23,17,17
1,NORTH,185,15,263,389.6666667,295,135,67,19,15,231,139,95,319,267,247,175,19,39,55,15,27,23,99,95,59,15,15,139,67,231,67,119,55,203,123,261.6666667,287,55,39
1,NORTH,186,103,70,100,32,26,19,9,7,15,45,9,41,37,15,7,8,25,31,7,29,36,44,69,9,7,31,15,27,32,57,15,15,49,15,79,88,35,7
1,NORTH,187,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
1,NORTH,188,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,21,47,39.66666667,5,5,5,5,45,5,5,31,53,37,33,29,37,58,37,34.66666667
1,NORTH,189,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,44,110,95,11,17,8,8,32,86,44,104,62,104,131,56,98,140,26,32
1,NORTH,190,11,11,11,11,11,11,11,11,11,205,423,641,713,551,391,107,65,373,83,259,323,481,159,323.6666667,11,83,257,283,167,285,175,159,483,173,451,468.3333333,99,127
1,NORTH,191,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,48,12,30,12,48,12,12,12,21,21,21,30,30,30,12,30,33,12,45
1,NORTH,192,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,47,49.66666667,39,21,49,15,15,26.33333333,39,15,31,15,15,43,15,15,15,31,31
1,NORTH,193,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,17,31,3,13,3,3,7,3,5,27,3,23,31,15,23.66666667,24.33333333,17,19
1,NORTH,194,19,19,19,19,19,19,19,19,19,19,467,571,891,987,696.3333333,91,159,331,403,415,443,259,87,423,19,83,103,263,91,431,43,195,703,267,223,475,131,131
1,NORTH,195,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,31.33333333,30,14,14,26.66666667,22,32,22,14,18,22,30,26,34,14,14
1,NORTH,196,1,1,1,1,1,1,1,1,1,161,233,329,400.3333333,340.3333333,149,179,61,149,13,261,177,189,93,111,1,37,97,33,77,99,37,25,127,21,135,175,33,73
1,NORTH,197,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,154,138,50,42,18,42,114,70,18,74,146,18,130,122,66,111.3333333,66,82
1,NORTH,198,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,68,176,134,44,104,14,38,131,74,74,134,50,128,194,14,248,258,44,62
1,NORTH,199,4,4,4,4,4,4,4,4,4,134,275,327,614,549,230,126,161,102,76,156,144,388,233,137,4,58,300,246,127,274,284,140,474,147,554,397.6666667,48,180
1,NORTH,200,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,126,54,180,192.6666667,92,18
1,NORTH,201,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,34,86.66666667,88.66666667,40,16
1,NORTH,202,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,105,30,227,247,90,45
1,NORTH,203,42,22,64,20,30,22,18,18,34,18,66,20,28,18,47.33333333,50,46,18,18,18,18,18,18,18,18,18,22,46,30,18,18,18,34,18,42,18,46,18
1,NORTH,204,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,22,46,50.33333333,31,70,146.6666667,27,22
1,NORTH,205,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,234,254,90,81,228,6,105,174,330,150,168,126,114,233,102,282,228,60,234
1,NORTH,206,3,3,3,3,3,3,3,3,3,3,3,2579,5883,3291,1843,887,2051,1107,1483,1199,6683,4415,4111,4375,3,723,3383,2803,3067,1171,1515,427,3267,1331,3963,5755,1019,1195
1,NORTH,207,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,93,3,183,93,193,3,3,153,237,93,159,79,45,219,9,153,157,21,69
1,NORTH,208,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,78.66666667,78.66666667,12
1,NORTH,209,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,138,360,486,546,372,318,537,186,552,424,18,240
1,NORTH,210,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,293,347,113,17,167,17,95,167,143,221,341,251,83,217,107,359,251,227,125
1,NORTH,211,13,13,13,13,13,13,13,13,13,13,13,1597,1465,645,2037,85,401,627,173,611,2014.333333,2061,1909,2165,13,333,759,609,605,721,1201,1341,1659,467,1621,1929,157,265
1,NORTH,212,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,94,13,247,247,229,220,148,13,115,274,226,166,310,130,157,322,94,259,328,112,151
1,NORTH,213,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,26.66666667,16,256,16,16,16,16,16,16,16,16,16,16
1,NORTH,214,15,114,116,21,15,6,3,3,33,3,3,9,72,27,39,75,9,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,6,27,3,3
1,NORTH,215,264.3333333,247,191,247,159,87,19,27,19,19,19,223,19,331,299,59,19,35,19,23,19,19,19,19,19,19,91,19,19,19,19,19,19,19,19,75,75,291
1,NORTH,216,23,26,53,67,31,57,30,16,16,28,22,26,31,39,48,52,40,28,16,16,17,16,36,37,16,50,108,103.3333333,36,32,24,16,16,16,16,40,16,24
1,NORTH,217,58,99,84,13,10,10,10,10,10,10,10,10,28,46,34,10,22,28,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,46,28,22
1,NORTH,218,28.33333333,13,22,10,10,21,10,10,10,10,10,14,10,10,10,10,10,10,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,10,29.33333333,34,10
1,NORTH,219,15,39,31,27,15,15,27,15,27,23,23,28,15,27,39,15,25,15,27,19,15,15,39,31,15,27,20,25,15,23,31,15,35,56.33333333,35,15,27,27
1,NORTH,220,41,187,222,18,35,150,108,17,277,79,93,134,37,77,138.3333333,45,21,85,25,142,81,110,86,106,13,53,86,226,269,61,230,97,61,232.6666667,270,58,21,25
1,NORTH,221,109,601,79,106,79,106,247,19,308,148,223,322,55,19,511,139,151,103,55,106,223,19,142,547,19,139,55,157,475,103,406,151,178,393,346,190,67,31
1,NORTH,222,15,51,15,15,51,63,15,15,15,177,15,255,15,87,141,87,15,15,108,87,27,75,195,99,15,15,63,102,75,75,51,51,136,39,135,51,51,51
1,NORTH,223,11,11,23,29,11,11,11,11,11,83,11,143,14,29,14,29,11,35,59,107,23,11,119,119,11,11,38,35,11,11,47,11,47,35,11,11,11,11
1,NORTH,224,101,365,821,221,261,665,437,3149,397,1405,1517,1185,393,509,1518.333333,369,533,869,725,897,1733,2193,2557,1805,5,173,393,465,1277,2237,2865,1517,3197,3129,953,941,21,485
1,NORTH,225,817,669,1577,321,325,1007,1427,2949,5103,1941,1929,3109.666667,815,493,7809,281,589,1557,1149,697,2821,3079,3987,2775,5,325,903,2191,2355,2453,7469,3251,7305,6874.333333,3215,2849,417,349
1,NORTH,226,308,224,484,69,210,289,208,381,940,640,492,1509,225,184,655.3333333,146,376,523,424,393,680,905,1282,981,16,72,237,320,620,1012,1285,719,1461,1335,548,820,32,176
1,NORTH,227,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,49,39.66666667,49,49,17,17,38.33333333,17,49,17,17,17
1,NORTH,228,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,53,17,53,77,17,89,173,89,17,17,17,17
1,NORTH,229,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,4,4,84,52,116,190,102,250,321.3333333,316,4,96,132,4
1,NORTH,230,253,302,281,190,127,64,91,4,34,28,1,73,202,91,172,76,97,73,19,1,1,1,1,25,1,25,1,1,1,1,1,1,37,37,19,226,115,13
1,NORTH,231,26,92,77.33333333,42,50,24,22,22,20,20,20,24,38,40,84,20,46,40,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,22,56,20,20
1,NORTH,232,297,151,235.6666667,107,67,59,335,53,166.3333333,31,17,137,47,95,373,29,135,79,27,57,15,63,295,17,15,23,21,15,15,15,15,55,127,195,155,103,23,15
1,NORTH,233,91,31,114,51,21,33,33,13,11,29,11,39,25,23,59,17,17,15,11,11,11,11,80,11,11,11,11,11,11,11,11,11,12,11,536,559.6666667,400,57
2,EAST,1,23,20,11,23,53,5,5,5,11,5,11,29,35,11,17,11,8,5,8,5,5,5,5,11,5,20,5,5,5,5,99,99,5,11,11,5,5,5
2,EAST,2,19,18,18.33333333,18,9,13,8,10,8,8,18,11,12,8,8,10,10,14,8,8,8,8,8,15,8,15,12,8,9,15,9,8,8,8,10,14,15,8
2,EAST,3,18,18,7,7,7,7,7,7,7,7,7,7,16,13,7,7,7,7,7,7,10,7,7,7,7,7,13,7,7,10,7,7,7,7,13,7,7,7
2,EAST,4,80,62,80,60,6,122,62,34,6,32,10,28,94,89.33333333,48,14,116,10,16,20,28,18,20,67.33333333,6,6,104,10,12,16,36,6,22,14,70,44,30,58
2,EAST,5,277,357,357,229,221,117,97,45,85,77,13,381,423.6666667,393,289,181,245,105,21,93,137,13,137,253,13,193,293,29,73,101,181,13,17,17,189,309,169,37
2,EAST,6,12,12,12,12,12,12,12,12,12,12,12,12,12,26,14,16,24,16,12,12,12,12,12,14,12,16,22,22,28,32,12,12,12,12,20,34.66666667,30,32
2,EAST,7,174,142,96,120,72,92,42,122,44,72,88,376,436,328,212,40,408,84,136,60,106,308,148,392,16,372,348,112,248,252,216,72,360,136,212,512,592,452
2,EAST,403,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,66,30,42,6,6,6,6,72,6,6,6,82,42,36,78,70,6
2,EAST,8,324,408,516,300,260,300,140,232,140,132,380,996,712,472,620,288,540,244,276,236,232,564,460,772,613.3333333,521.3333333,496,300,612,532,438,188,784,176,876,916,412,996
2,EAST,234,18,180,198,78,120,120,84,24,186,60,72,344,336,48,276,60,192,60,36,102,156,108,78,336,18,156,150,84,114,162,246,84,306,36,198,288,18,102
2,EAST,9,19,151,61,1,97,55,19,55,31,67,43,67,209,259,127,103,79,151,37,25,91,133,115,151,1,175,145,55,121,217,79,85,163,55,196,236,121,49
2,EAST,10,5,5,5,5,5,5,5,5,5,5,5,65,25,25,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,27,13,77,15,57,117,109.6666667,35
2,EAST,13,14,214,14,64,14,254,66,64,62,14,58,140,340,144,192,90,238,112,24,84,162,156,74,168,14,228.6666667,174,114,186,216,18,94,283.3333333,208,134,178,220,14
2,EAST,17,11,411,11,171,11,323,171,131,51,11,91,171,51,493.6666667,531,75,443,75,43,51,307,299,211,59,11,571,147,211,443,291,35,91,115,67,467,549.6666667,539,11
2,EAST,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,92,84,12,28,4,20,4,101.3333333,102.6666667,8,4
2,EAST,352,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,64,22,44,10,28,10,22,10,70,88,82,10
2,EAST,21,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,87,87,7,31,15,143,108.3333333,119,143,103,127
2,EAST,22,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,39,63,44.33333333,23,23,71,23,31,69.66666667,59,27
2,EAST,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,7,1,7,27,31,67,37,31,13
2,EAST,24,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,134,126,94,74,14,46,142,30,150,179.3333333,131.3333333,6
2,EAST,25,19,19,19,19,19,19,19,19,19,19,19,19,19,55,73,53,67,35,35,19,21,59,35,59,19,51,35,19,19,39,63,67,31,27,71,63,19,19
2,EAST,26,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,60,60,56,6,18,66,6,66,36,24
2,EAST,27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,43,31,3,31,7,43,7,50.33333333,62.33333333,43,35
2,EAST,28,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,41,59,35,11,11,47,41,77,83,77,5
2,EAST,29,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,24.33333333,21,29,19,23,7,27,25,29,50.33333333,33,17
2,EAST,30,7,7,7,7,7,7,7,7,7,7,7,67,123,79,29,25,61,24,37,62,53,97,75,131,7,59,87,41,67,55,69,49,51,35,115,135.6666667,84,101.6666667
2,EAST,31,69,208.3333333,189,187,157,119,100,78,99,73,183,324.3333333,313,243,209,87,67,36,109,51,113,39,77,153,9,163,156,57,79,65,122,65,151,45,102,113,54,14
2,EAST,32,966.3333333,449,761,489,777,529,233,329,153,289,521,993,1105,961,473,253,113,377,297,97,257,145,297,217,17,249,489,169,185,181,201,177,185,89,245,185,409,89
2,EAST,33,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,21,61,55,29,17,61,53,95,108.3333333,93,37
2,EAST,237,412,792,380,160,304,184,62,86,172,76,116,544,678.6666667,520,348,268,220,166,268,124,170,116,196,328,12,380,344,244,20,12,256,196,240,64,304,208,172,64
2,EAST,34,174.3333333,174.3333333,35,83,87,45,21,47,37,25,49,138,163,129,49,95,23,30,41,43,31,27,35,39,15,73,84,23,41,61,53,15,35,23,25,51,17,15
2,EAST,239,8,8,8,8,8,8,8,8,8,8,8,8,8,26,14,8,8,8,8,8,8,8,8,62,8,56,8,8,38,28,28,16,84,28,62,82,46,24
2,EAST,240,3,3,3,3,3,3,3,3,3,3,3,711.6666667,731,61,311,65,31,59,3,3,3,3,87,113,3,115,123,63,81,19,15,21,119,3,63,39,43,7
2,EAST,36,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,125,143.6666667,5,133,61,85,37,13,125,141,117,125,149
2,EAST,37,532.3333333,439,459,291,443,75,115,147,115,27,131,459,475,275,427,159,283,131,115,111,35,131,187,515,11,403,359,75,243,259,155,75,203,51,267,331,515,203
2,EAST,39,194.6666667,172,142,88,120,64,59,87,62,40,110,211.3333333,290,140,92,68,90,74,22,66,31,40,46,158,14,122,102,100,84,132,62,52,90,38,118,288,126,92
2,EAST,40,85,165,5,181,157,53,21,93,41,89,69,206.3333333,205,255.6666667,257,147,41,197,133,79,91,57,45,225,5,133,225,61,81,119,125,41,145,37,117,85,21,17
2,EAST,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,166,208,130,10,10,142,40,70,112,166,216,112,264
2,EAST,44,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,45,55,21,27,15,15,33,33,15,81,99,75,33
2,EAST,45,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,29,5,17,5,5,5,5,5,5,5,5,5,5,25,5,5,5,25,17,77,77,5,5
2,EAST,47,192,140,140,66,58,44,60,30,36,76,50,178,156,84,126,51,39,72,42,70,52,64,52,130,74,78,72,58,56,134,38,46,50,24,54,146,82,20
2,EAST,50,36,36,22,16,32,20,16,16,12,10,18,10,10,26.66666667,10,10,28,28,28,10,14,18,34,42,10,10,24,28,24,10,14,10,22,26,40,30,30,10
2,EAST,51,291,111,203,79,79,19,79,11,59,63,23,99,215,203,99,43,15,59,11,27,71,59,210.3333333,253,7,25,167,135,27,107,15,31,27,55,91,263,55,7
2,EAST,53,732,762,486,186,156,132,132,132,180,168,78,548,540,558,366,144,108,228,180,126,117,180,336,570,6,393,216,210,216,432,240,150,360,150,228,408,114,6
2,EAST,56,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,104,272,216,144,108,224,120,256,40,232,304,277.3333333,176
2,EAST,57,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,39,15,123,121,87,51,75,15,45,103,39,51,99,87,15
2,EAST,59,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13,5,5,5,5,5,5,11,11,21.66666667,5,5
2,EAST,62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,30,42,24,12,102,112,66,42,30,30,24,24,36,54,116,108,12
2,EAST,66,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,27,179,3,35,115,371,99,363,467,872.3333333,872.3333333
2,EAST,67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,42,12,6,6,6,6,6,6,6,6,24,78,102,276,420,156,336
2,EAST,244,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,142,16,46,16,90,16,94,106,106,58,40,118,88,88,76,16,16
2,EAST,69,1065,2433,1489,809,817,345,349,677,305,465,881,2061,1977,2681,1601,913,1461,817,457,1281,709,913,1001,2533,1682.333333,2497,3417,1073,2801,1909,1789,953,2377,1225,3033,3367.666667,3193,2801
2,EAST,70,154,186,210,134,94,54,78,110,70,98,54,350,198,330,298,74,154,150,118,242,106,142,230,36,14,279.3333333,290,314,274,352,214,14,334,306,346,488.6666667,550,60
2,EAST,71,190,294,310,166,70,166,118,158,22,166,62,360.6666667,360.6666667,62,182,102,134,126,70,142,54,46,150,22,14,62,70,46,110,70,254,38,78,62,310,310,254,14
2,EAST,72,108,10,94,22,42,10,14,40,26,34,10,87.33333333,90,116,28,10,56,42,26,28,30,28,30,96,10,48,54,10,90,64,76,58,86,30,58,70,72,117.3333333
2,EAST,73,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,43,77,39,47,63,19,105.6666667,111,35,87,75,61,29,119,27,85,21,31,45
2,EAST,328,91,119,215,155,151,111,95,123,91,39,131,295,331,268.3333333,107,99,127,111,127,55,63,75,139,139,7,135,207,79,79,131,79,35,163,67,223,91,15,39
2,EAST,76,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,691,779,276
2,EAST,77,11,11,11,11,11,11,11,35,23,11,77,199,238,194,11,14,11,11,41,98,11,23,83,11,11,152,83,89,11,53,47,35,65,65,149,101,11,11
2,EAST,78,845,469,693,333,333,109,157,269,125,77,813,721,1061,917,397,317,373,93,29,253,125,197,533,341,5,125,333,125,237,157,1101,189,365,197,245,5,554.3333333,21
2,EAST,79,125.3333333,125.3333333,92,42,40,36,16,52,18,28,72,74,102,66,70,20,36,30,16,54,32,26,38,16,16,32,48,40,36,16,44,16,56,32,44,40,16,16
2,EAST,248,1839,999,1063,455,463,327,223,431,239,199,807,847,167,1180.333333,879,327,383,231,183,735,183,887,415,879,881.6666667,1759,975,299,247,443,639,239,783,559,215,567,1191,79
