,Warehouse id,Region,SKU id,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00
221,1,NORTH,222,15,51,15,15,51,63,15,15,15,80,15,255,15,87,141,87,15,15,108,87,27,75,195,99,15,15,63,102,75,75,51,51,318,39,135,51,51,51
222,1,NORTH,223,11,11,23,29,11,11,11,11,11,83,11,143,14,29,14,29,11,35,59,107,23,11,155,35,11,11,38,35,11,11,47,11,47,35,11,11,11,11
223,1,NORTH,224,101,365,821,221,261,665,437,3149,397,1405,1517,1185,393,509,3677,369,533,869,725,897,1733,2193,2557,1805,5,173,393,465,1277,2237,2865,1517,3197,1225,953,941,21,485
224,1,NORTH,225,817,669,1577,321,325,1007,1427,2949,5103,1941,1929,6585,815,493,7809,281,589,1557,1149,697,2821,3079,3987,2775,5,325,903,2191,2355,2453,7469,3251,7305,2470,3215,2849,417,349
225,1,NORTH,226,308,224,484,69,210,289,208,381,940,640,492,1509,225,184,1636,146,376,523,424,393,680,905,1282,981,16,72,237,320,620,1012,1285,719,1461,600,548,820,32,176
229,1,NORTH,230,253,298,72,190,127,64,91,4,34,28,1,73,202,91,172,76,97,73,19,1,1,1,1,25,1,25,1,1,1,1,1,1,37,37,19,226,115,13
230,1,NORTH,231,26,92,30,42,50,24,22,22,20,20,20,24,38,40,84,20,46,40,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,22,56,20,20
231,1,NORTH,232,297,151,109,107,67,59,335,53,415,31,17,137,47,95,373,29,135,79,27,57,15,63,295,17,15,23,21,15,15,15,15,55,127,195,155,103,23,15
232,1,NORTH,233,91,31,114,51,21,33,33,13,11,29,11,39,25,23,59,17,17,15,11,11,11,11,80,11,11,11,11,11,11,11,11,11,12,11,536,68,425,57
233,2,EAST,1,23,20,11,23,53,5,5,5,11,5,11,29,35,11,17,11,8,5,8,5,5,5,5,11,5,20,5,5,5,5,18,89,5,11,11,5,5,5
234,2,EAST,2,11,18,19,18,9,13,8,10,8,8,18,11,12,8,8,10,10,14,8,8,8,8,8,15,8,15,12,8,9,15,9,8,8,8,10,14,15,8
235,2,EAST,3,22,8,7,7,7,7,7,7,7,7,7,7,16,13,7,7,7,7,7,7,10,7,7,7,7,7,13,7,7,10,7,7,7,7,13,7,7,7
236,2,EAST,4,80,62,80,60,6,122,62,34,6,32,10,28,94,126,48,14,116,10,16,20,28,18,20,44,6,6,104,10,12,16,36,6,22,14,70,44,30,58
237,2,EAST,5,277,357,357,229,221,117,97,45,85,77,13,381,413,164,289,181,245,105,21,93,137,13,137,253,13,193,293,29,73,101,181,13,17,17,189,309,169,37
238,2,EAST,6,12,12,12,12,12,12,12,12,12,12,12,12,12,26,14,16,24,16,12,12,12,12,12,14,12,16,22,22,28,32,12,12,12,12,20,16,30,32
239,2,EAST,7,174,142,96,120,72,92,42,122,44,72,88,376,436,328,212,40,408,84,136,60,106,308,148,392,16,372,348,112,248,252,216,72,360,136,212,216,488,452
241,2,EAST,8,324,408,516,300,260,300,140,232,140,132,380,996,712,472,620,288,540,244,276,236,232,564,460,772,456,1048,496,300,612,532,438,188,784,176,876,916,412,996
242,2,EAST,234,18,180,198,78,120,120,84,24,186,60,72,414,145,48,276,60,192,60,36,102,156,108,78,336,18,156,150,84,114,162,246,84,306,36,198,288,18,102
243,2,EAST,9,19,151,61,1,97,55,19,55,31,67,43,67,301,259,127,103,79,151,37,25,91,133,115,151,1,175,145,55,121,217,79,85,163,55,196,107,121,49
244,2,EAST,10,5,5,5,5,5,5,5,5,5,5,5,65,25,25,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,27,13,77,15,57,121,20,35
245,2,EAST,13,14,214,14,64,14,254,66,64,62,14,58,140,340,144,192,90,238,112,24,84,162,156,74,168,14,498,174,114,186,216,18,94,141,208,134,178,220,14
246,2,EAST,17,11,411,11,171,11,323,171,131,51,11,91,171,51,217,531,75,443,75,43,51,307,299,211,59,11,571,147,211,443,291,35,91,115,67,467,643,539,11
253,2,EAST,25,19,19,19,19,19,19,19,19,19,19,19,19,19,55,36,53,67,35,35,19,21,59,35,59,19,99,35,19,19,39,63,67,31,27,71,63,19,19
258,2,EAST,30,7,7,7,7,7,7,7,7,7,7,7,67,123,79,29,25,61,24,37,62,53,97,75,131,7,59,87,41,67,55,69,49,51,35,115,49,84,13
259,2,EAST,31,69,367,189,187,157,119,100,78,99,73,183,126,313,243,209,87,67,36,109,51,113,39,77,153,9,163,156,57,79,65,122,65,151,45,102,113,54,14
260,2,EAST,32,392,449,761,489,777,529,233,329,153,289,521,993,1361,961,473,253,113,377,297,97,257,145,297,217,17,249,489,169,185,181,201,177,185,89,245,185,409,89
262,2,EAST,237,412,792,380,160,304,184,62,86,172,76,116,250,666,520,348,268,220,166,268,124,170,116,196,328,12,380,344,244,20,12,256,196,240,64,304,208,172,64
263,2,EAST,34,60,231,35,83,87,45,21,47,37,25,49,138,163,129,49,95,23,30,41,43,31,27,35,39,15,73,84,23,41,61,53,15,35,23,25,51,17,15
264,2,EAST,239,8,8,8,8,8,8,8,8,8,8,8,8,8,26,14,8,8,8,8,8,8,8,8,23,8,56,8,8,38,28,28,16,84,28,76,82,46,24
265,2,EAST,240,3,3,3,3,3,3,3,3,3,3,3,95,967,61,311,65,31,59,3,3,3,3,87,113,3,115,123,63,81,19,15,21,119,3,63,39,43,7
267,2,EAST,37,252,439,459,291,443,75,115,147,115,27,131,459,691,275,427,159,283,131,115,111,35,131,187,515,11,403,359,75,243,259,155,75,203,51,267,331,515,203
268,2,EAST,39,270,172,142,88,120,64,59,87,62,40,110,104,290,140,92,68,90,74,22,66,31,40,46,158,14,122,102,100,84,132,62,52,90,38,118,288,126,92
269,2,EAST,40,85,165,5,181,157,53,21,93,41,89,69,113,205,305,257,147,41,197,133,79,91,57,45,225,5,133,225,61,81,119,125,41,145,37,117,85,21,17
272,2,EAST,45,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,5,17,5,5,5,5,5,5,5,5,5,5,65,5,5,5,53,17,77,77,5,5
273,2,EAST,47,192,140,140,66,58,44,60,30,36,76,50,178,77,84,126,51,39,72,42,70,52,64,52,130,14,78,72,58,56,134,38,46,50,24,54,146,82,20
274,2,EAST,50,36,50,22,16,32,20,16,16,12,10,18,10,10,22,10,10,28,28,28,10,14,18,34,42,10,10,24,28,24,10,14,10,22,26,40,30,30,10
275,2,EAST,51,291,111,203,79,79,19,79,11,59,63,23,99,95,203,99,43,15,59,11,27,71,59,319,253,7,25,167,135,27,107,15,31,27,55,91,263,55,7
276,2,EAST,53,948,762,486,186,156,132,132,132,180,168,78,288,540,558,366,144,108,228,180,126,117,180,336,570,6,393,216,210,216,432,240,150,360,150,228,408,114,6
284,2,EAST,69,1065,2433,1489,809,817,345,349,677,305,465,881,2061,1977,2681,1601,913,1461,817,457,1281,709,913,1001,2533,17,2497,3417,1073,2801,1909,1789,953,2377,1225,3033,1552,3193,2801
285,2,EAST,70,154,186,210,134,94,54,78,110,70,98,54,350,198,330,298,74,154,150,118,242,106,142,230,36,14,534,290,314,274,352,214,14,334,306,346,206,550,60
286,2,EAST,71,190,294,310,166,70,166,118,158,22,166,62,350,145,62,182,102,134,126,70,142,54,46,150,22,14,62,70,46,110,70,254,38,78,62,310,310,254,14
287,2,EAST,72,108,10,94,22,42,10,14,40,26,34,10,162,90,116,28,10,56,42,26,28,30,28,30,96,10,48,54,10,90,64,76,58,86,30,58,70,72,54
289,2,EAST,328,91,119,215,155,151,111,95,123,91,39,131,295,123,307,107,99,127,111,127,55,63,75,139,139,7,135,207,79,79,131,79,35,163,67,223,91,15,39
291,2,EAST,77,11,11,11,11,11,11,11,35,23,11,77,209,56,194,11,14,11,11,41,98,11,23,83,11,11,152,83,89,11,53,47,35,65,65,149,101,11,11
292,2,EAST,78,845,469,693,333,333,109,157,269,125,77,813,721,1061,1293,397,317,373,93,29,253,125,197,533,341,5,125,333,125,237,157,1101,189,365,197,245,5,386,21
293,2,EAST,79,45,118,92,42,40,36,16,52,18,28,72,74,102,66,70,20,36,30,16,54,32,26,38,16,16,32,48,40,36,16,44,16,56,32,44,40,16,16
294,2,EAST,248,1839,999,1063,455,463,327,223,431,239,199,807,847,167,622,879,327,383,231,183,735,183,887,415,879,7,1759,975,299,247,443,639,239,783,559,215,567,1191,79
295,2,EAST,404,350,290,176,68,74,44,56,140,128,26,212,141,308,278,134,23,20,56,38,44,68,77,98,143,20,50,344,146,128,110,260,80,50,38,152,284,374,20
296,2,EAST,80,195,463,191,131,111,147,49,125,87,115,239,603,523,491,131,275,171,47,195,85,133,155,239,95,219,467,283,147,207,239,147,111,223,103,307,591,415,87
297,2,EAST,81,252,104,132,12,136,124,16,48,36,36,44,12,12,62,64,12,96,48,12,12,12,52,12,20,12,12,112,12,92,12,80,68,64,88,32,132,56,20
298,2,EAST,82,292,240,312,40,184,120,88,208,24,64,192,368,96,155,16,108,80,120,264,104,88,232,152,40,16,152,304,16,232,144,264,72,104,128,168,20,96,16
300,2,EAST,86,20,20,44,116,60,52,92,52,44,44,68,48,20,20,20,20,52,36,34,60,48,84,68,20,20,20,20,60,20,20,60,28,60,44,60,92,20,20
301,2,EAST,250,55,79,39,115,75,47,71,47,27,87,103,239,88,195,155,39,47,39,55,15,75,119,67,7,7,199,147,75,107,211,67,71,183,79,75,67,7,7
303,2,EAST,359,15,105,53,77,41,29,37,31,51,29,59,44,113,79,33,39,23,41,31,19,23,57,56,55,15,39,35,39,41,15,15,15,45,41,55,15,15,15
304,2,EAST,88,407,224,95,165,185,123,107,227,153,139,245,417,433,475,261,119,109,117,89,64,103,159,235,349,11,369,257,113,211,213,143,71,221,103,369,341,319,310
305,2,EAST,251,435,189,201,99,27,57,57,195,21,69,291,137,411,243,147,123,141,87,45,9,93,99,213,333,9,9,57,9,75,105,81,39,15,39,117,393,165,9
306,2,EAST,361,7,9,55,39,7,47,7,23,31,23,7,23,7,79,7,7,47,7,23,31,7,39,13,7,7,39,15,31,7,7,7,15,39,15,22,7,7,7
307,2,EAST,89,213,13,41,97,37,61,45,141,101,37,81,213,13,49,117,53,37,13,13,53,25,45,45,13,13,53,53,53,13,13,53,61,13,21,93,61,93,13
308,2,EAST,97,29,77,9,17,41,41,27,34,21,9,49,69,65,53,33,11,21,29,9,19,17,33,47,9,9,9,53,17,41,17,25,61,29,33,41,49,57,9
309,2,EAST,329,214,786,664,212,426,262,141,231,112,110,184,449,690,338,254,66,164,170,45,42,78,72,80,96,14,152,269,26,98,72,24,58,90,48,64,60,34,94
310,2,EAST,330,391,952,886,694,580,472,268,370,328,592,718,910,1198,358,376,70,124,298,154,52,148,94,274,148,4,88,202,82,118,70,70,64,64,40,1174,202,34,34
311,2,EAST,332,95,98,92,146,74,242,92,20,2,74,86,182,224,296,128,104,86,56,50,44,8,74,62,122,2,32,74,74,56,14,32,2,2,38,116,254,2,2
312,2,EAST,257,35,58,60,54,76,28,24,10,10,18,64,64,68,36,38,30,10,44,10,10,10,26,48,10,10,56,26,10,32,10,34,10,32,10,122,10,32,22
313,2,EAST,258,724,316,882,1388,1292,764,2092,716,4144,2724,716,700,204,832,396,196,292,492,4,4,1588,1708,3284,740,4,376,124,12,364,252,252,36,92,324,1372,388,148,52
318,2,EAST,263,16,16,536,184,128,16,216,352,88,224,200,384,632,16,1296,368,552,104,456,784,672,992,544,1160,16,576,496,480,1032,568,1272,848,1024,904,1288,1032,416,1152
319,2,EAST,264,6787,5029,4273,3151,3271,2989,1279,2617,1711,2293,2617,10333,9697,14059,9073,5503,6025,3565,1669,5437,6229,6871,5329,8875,13,6606,10429,3859,6283,6097,5095,4861,13945,10495,11641,16483,9199,4669
320,2,EAST,265,2,2,2,2,2,2,2,2,2,2,2,23,6,26,5,19,2,2,11,29,8,2,29,35,2,19,20,14,17,20,2,2,2,14,32,101,2,2
321,2,EAST,267,15,55,15,15,95,15,139,103,167,15,59,59,319,279,103,83,99,15,59,87,295,239,271,323,15,667,427,131,211,651,135,235,214,259,411,563,583,15
322,2,EAST,268,4014,3210,1770,1935,2058,1878,867,1608,660,1632,1344,3717,2814,5310,2274,1770,1746,1920,1530,3108,3357,3114,2616,3582,6,4548,4605,1134,2976,2553,2160,1908,5898,3822,3864,5454,3903,2223
323,2,EAST,269,35,17,17,68,65,17,41,47,17,17,29,110,92,23,17,17,47,83,41,83,86,83,71,74,17,134,125,26,71,83,131,47,59,20,71,58,68,17
324,2,EAST,270,11,179,83,59,67,11,43,63,11,11,59,83,95,99,111,19,11,107,39,119,91,55,95,11,11,63,67,71,43,79,139,23,127,11,39,119,91,11
325,2,EAST,271,91,76,22,15,27,19,19,30,7,29,35,26,47,92,35,39,29,38,29,48,23,32,21,21,7,45,39,8,33,37,25,18,14,15,33,41,24,11
326,2,EAST,272,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,768,18,18,100,45,750,60,249,69,18,30,45,30,114,75,48,36,108,30,87,126,105,69
327,2,EAST,275,374,546,646,122,286,42,138,216,174,154,374,240,666,622,362,280,230,106,118,62,82,98,154,60,14,162,294,42,254,208,84,198,246,254,182,334,122,34
328,2,EAST,276,13,189,241,125,149,113,127,79,85,45,157,421,425,123,85,201,81,41,69,83,49,57,121,71,13,193,165,41,77,83,13,101,125,59,17,271,45,49
329,2,EAST,278,23,12,12,12,12,36,60,41,16,14,30,32,26,34,12,32,12,14,28,26,18,16,14,12,12,22,13,12,22,12,12,20,16,24,44,46,42,12
330,2,EAST,405,281,153,97,121,65,57,37,89,65,17,81,45,17,17,161,17,317,17,837,889,37,117,153,29,17,17,17,17,320,17,237,467,1767,17,25,21,1623,1747
331,2,EAST,106,217,223,427,175,169,43,88,148,43,79,121,667,613,445,457,226,190,163,85,154,94,115,445,229,13,472,391,91,343,307,181,115,409,115,283,254,451,151
332,2,EAST,107,20,20,20,20,20,20,20,20,20,20,20,20,20,22,25,20,20,22,20,28,20,20,30,36,20,20,24,36,36,24,22,26,56,20,40,30,42,20
333,2,EAST,108,7,327,231,119,151,7,103,119,103,39,15,463,7,7,271,191,63,199,183,291,47,191,319,303,7,511,335,39,231,355,319,111,367,55,407,201,435,7
334,2,EAST,109,5,5,29,17,73,5,13,19,9,17,27,5,5,61,9,13,20,5,37,25,45,5,15,9,5,13,11,47,5,13,19,45,5,13,21,25,25,5
336,2,EAST,111,7,107,39,91,49,51,47,81,23,61,51,67,51,75,73,51,85,57,49,63,115,59,55,133,7,103,85,11,89,39,59,55,43,19,137,117,139,7
337,2,EAST,112,21,9,6,5,7,5,5,8,5,5,11,5,11,7,12,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,6,8,5
338,2,EAST,113,247,289,267,239,169,207,199,303,121,185,177,591,291,497,521,351,183,121,97,169,129,181,199,447,3,323,313,97,235,163,211,77,141,179,415,254,423,107
339,2,EAST,114,35,15,15,15,25,15,21,15,15,19,15,15,17,19,15,15,15,19,15,18,15,15,15,15,15,35,15,15,15,19,15,17,35,19,15,29,23,15
340,2,EAST,115,7,51,43,27,23,7,55,15,7,55,31,19,7,79,43,23,83,23,7,23,51,19,47,37,7,47,87,31,31,7,51,79,87,27,23,67,27,7
341,2,EAST,116,9,9,9,13,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,31,9,9
343,2,EAST,118,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
344,2,EAST,119,14,14,14,14,14,14,14,14,14,14,98,20,14,74,242,56,74,26,14,14,14,14,236,170,14,332,206,14,50,86,20,50,176,83,14,128,44,14
345,2,EAST,120,724,852,804,708,532,452,276,372,484,212,228,900,980,1268,1176,404,164,804,116,212,536,20,1172,324,4,724,523,408,20,4,196,164,484,788,196,804,4,4
346,2,EAST,287,632,840,200,376,696,360,136,360,616,72,216,808,600,1144,1080,456,1288,8,248,104,328,168,1288,328,8,940,840,8,1080,508,152,456,520,632,696,8,8,8
347,2,EAST,337,320,437,14,8,8,233,32,110,254,140,86,458,506,410,8,416,320,119,65,8,164,164,365,92,8,428,308,8,38,482,188,188,167,224,308,218,248,158
348,2,EAST,121,898,622,358,286,10,310,382,622,370,94,286,1150,1294,982,526,346,382,247,82,286,214,466,994,394,10,538,586,226,373,274,433,70,514,340,934,478,550,370
349,2,EAST,288,15,15,15,23,151,15,15,63,15,39,15,91,23,74,127,133,79,67,15,15,119,87,159,15,15,415,15,15,59,67,15,51,123,15,115,63,75,15
350,2,EAST,123,535,827,1089,739,320,288,44,374,337,135,191,735,801,571,1027,505,337,259,83,168,387,201,327,557,15,969,440,113,415,192,89,269,583,519,327,543,329,379
351,2,EAST,289,95,67,199,155,119,69,17,121,71,47,47,117,247,233,159,109,35,83,23,39,105,79,9,47,9,39,155,35,79,46,25,95,105,123,57,277,79,33
352,2,EAST,406,184,125,901,77,209,261,5,213,313,165,149,301,385,521,701,5,29,5,53,93,253,109,309,13,5,9,5,5,5,9,5,101,85,101,221,93,5,5
353,2,EAST,407,62,138,197,171,43,51,13,88,88,53,42,119,147,169,79,13,13,15,13,41,13,81,85,13,13,14,13,19,23,13,13,43,61,43,69,47,15,13
354,2,EAST,124,554,762,535,221,155,131,18,146,213,81,75,351,659,261,357,74,97,37,21,81,98,85,507,499,9,269,493,35,129,33,57,151,491,725,425,449,165,137
356,2,EAST,408,120,18,18,18,42,60,18,18,40,36,108,24,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,36,18,18,24,90,132,162,78,18,18
357,2,EAST,339,8,27,36,80,28,32,8,16,16,16,28,24,8,90,8,8,8,8,16,26,8,8,28,80,8,36,8,8,8,20,40,24,8,12,36,88,20,8
359,2,EAST,125,985,3497,5823,2319,1221,905,423,1215,3355,3705,1553,2383,2063,3615,4513,6439,2291,1121,707,6515,5715,2837,2095,1705,13,11379,7557,1127,4485,2733,3441,3674,10169,3819,5451,5295,2245,2873
360,2,EAST,126,221,76,11,113,59,77,17,389,95,53,35,275,11,11,11,95,11,23,11,35,53,11,11,11,11,14,11,11,11,11,11,41,11,131,179,179,161,101
361,2,EAST,127,540,243,390,255,75,129,9,207,423,165,51,99,111,9,171,147,9,15,9,177,183,51,333,21,9,333,459,57,165,165,33,117,435,162,237,185,165,231
362,2,EAST,342,171,97,205,95,53,29,11,83,77,9,17,125,9,209,169,105,9,65,9,69,107,13,145,295,9,181,195,9,39,63,9,9,135,135,141,89,149,69
363,2,EAST,291,271,67,313,1,1,7,1,97,37,61,19,91,181,1,1,1,187,73,1,1,1,79,43,1,1,1,55,1,1,1,1,1,97,157,169,121,1,1
364,2,EAST,343,703,1078,892,952,361,172,22,82,316,112,16,568,412,778,492,1132,388,352,16,133,238,112,382,886,16,1267,925,127,397,331,70,439,925,823,457,745,628,49
365,2,EAST,292,69,270,349,132,157,150,17,83,164,42,68,206,254,352,158,250,94,94,32,38,128,74,148,138,14,148,14,38,161,82,14,119,209,110,98,494,164,122
366,2,EAST,409,18,114,45,32,44,56,24,24,136,70,34,18,18,62,58,18,78,22,22,22,40,78,44,18,18,52,30,32,40,22,22,36,86,24,38,94,18,18
367,2,EAST,132,1141,829,851,527,683,683,395,661,635,479,683,899,671,851,827,469,695,419,923,625,839,383,935,551,723,599,767,275,731,739,935,517,1361,1163,1007,1439,959,347
368,2,EAST,133,1647,1887,1691,1523,1979,1715,1015,1383,1523,923,2179,2459,1571,2279,2123,1071,1187,1547,1259,1719,2267,971,2475,1955,11,1027,1787,515,1787,1503,1775,1451,2483,2027,3131,1666,1307,779
369,2,EAST,134,403,499,541,437,485,521,367,535,413,257,471,663,771,353,689,331,393,409,273,531,553,281,497,341,450,473,377,185,557,501,297,305,825,695,713,629,377,149
372,2,EAST,138,229,337,265,241,1,265,181,25,361,205,205,433,313,209,241,241,313,169,205,157,358,157,229,133,1,373,1,1,73,109,421,373,385,22,253,184,1,1
373,2,EAST,139,67,40,75,63,24,91,3,27,62,31,47,75,87,47,71,73,63,35,35,48,39,15,63,19,3,75,43,3,3,76,35,65,53,39,35,47,31,7
374,2,EAST,140,943,1367,1203,1363,819,451,868,1015,1047,663,851,1847,1331,1087,1323,931,831,1083,798,919,1349,743,951,931,1078,1597,1249,476,1647,1335,1280,1079,1935,1547,1295,1259,1081,479
375,2,EAST,141,1001,809,949,425,1417,881,595,971,705,649,705,1609,1013,1561,1705,633,713,933,657,1493,849,409,1361,803,9,1295,9,321,1449,633,1303,817,968,1217,921,1941,881,1089
376,2,EAST,345,649,985,1029,261,581,581,425,685,405,805,501,1013,821,549,965,201,485,533,269,397,581,405,849,581,5,613,37,37,485,373,773,405,1173,597,437,575,805,245
377,2,EAST,411,333,293,451,303,275,331,267,307,275,391,227,267,163,243,411,247,291,147,163,259,475,267,379,219,3,231,3,243,283,187,3,147,99,271,163,163,91,59
378,2,EAST,412,112,43,163,75,64,154,35,142,43,71,82,63,47,146,59,40,51,55,163,103,23,3,35,23,3,99,143,107,55,99,158,3,59,155,3,99,35,3
379,2,EAST,144,224,302,296,170,2,140,38,92,68,8,74,284,272,124,152,56,134,200,8,2,152,80,146,182,2,104,2,2,2,194,56,86,164,74,236,350,20,2
380,2,EAST,146,5,5,1725,229,525,237,213,205,77,221,29,1109,1189,418,989,585,569,125,161,185,173,113,245,221,5,1409,593,173,473,265,5,5,557,65,341,893,5,5
381,2,EAST,386,178,434,202,138,138,130,2,458,106,82,218,474,2,98,210,102,90,186,162,458,82,2,82,90,2,458,170,10,170,58,42,2,122,114,162,338,282,218
382,2,EAST,147,435,607,379,387,219,147,167,231,335,251,297,1347,421,549,463,287,877,585,223,99,211,375,659,55,11,655,323,175,307,165,147,215,435,543,211,895,579,87
383,2,EAST,293,362,370,298,226,162,234,116,152,170,30,78,366,314,226,274,208,26,250,54,14,150,58,158,266,14,150,214,66,122,184,134,82,262,330,66,180,242,38
384,2,EAST,148,482,853,937,367,574,472,151,481,295,265,139,847,727,1051,757,352,169,385,133,1,373,217,301,1,1,601,847,199,769,640,493,13,571,661,721,865,637,175
385,2,EAST,149,2476,2994,3000,2744,1820,1608,732,1728,1856,452,786,2192,3472,1874,2632,920,2096,1676,920,992,1532,1332,1552,2128,8,3404,2806,668,1760,1944,1432,704,2512,2048,1524,3110,2408,1000
386,2,EAST,387,85,264,214,144,122,160,78,98,64,116,86,166,20,116,18,108,84,18,36,36,68,130,44,46,18,54,70,24,42,38,22,18,38,66,40,94,38,18
387,2,EAST,150,491,271,243,139,19,75,43,147,67,243,83,379,619,323,307,315,611,259,259,259,195,147,403,259,19,387,315,187,179,227,163,43,411,379,419,603,371,107
388,2,EAST,151,528,1010,204,122,102,110,192,386,274,152,120,190,514,234,306,166,54,352,98,62,202,670,654,1018,6,508,658,138,416,324,270,42,848,407,756,1172,566,314
389,2,EAST,152,21,52,46,33,33,47,15,61,39,19,35,41,85,111,11,37,11,61,15,12,36,11,41,11,11,81,72,51,29,104,203,32,82,15,33,54,107,25
390,2,EAST,413,172,13,605,77,85,53,45,13,213,53,293,533,373,237,245,53,117,37,13,13,53,133,69,205,13,277,13,165,13,165,145,13,477,181,325,445,13,69
392,2,EAST,157,17,17,17,17,17,17,21,33,17,41,101,161,265,185,157,49,33,81,57,53,81,41,81,25,17,96,121,105,145,65,41,41,17,97,217,233,257,17
393,2,EAST,158,10,10,10,10,10,10,12,12,10,10,14,10,10,18,20,10,10,10,10,10,14,20,10,10,10,20,14,10,16,10,24,10,10,12,18,13,22,10
394,2,EAST,161,4,4,22,40,16,4,10,4,4,10,28,10,16,4,10,34,64,4,4,16,4,10,52,16,4,31,22,64,34,4,31,4,46,16,28,64,46,4
398,2,EAST,165,15,15,15,15,15,15,15,15,17,15,15,31,19,27,19,17,15,23,17,15,15,15,15,19,15,23,15,17,15,15,23,15,29,21,29,21,31,15
399,2,EAST,166,5,5,5,5,5,5,5,11,5,17,17,59,21,5,38,11,29,17,17,8,5,17,17,11,5,29,5,35,11,5,20,47,5,35,80,59,65,5
400,2,EAST,167,60,54,54,24,24,30,18,18,18,18,24,24,54,24,48,24,48,30,18,21,30,42,72,54,18,84,45,42,30,48,57,18,18,30,38,54,48,48
401,2,EAST,297,41,45,51,13,13,5,17,5,5,21,25,49,49,26,59,5,37,17,29,5,5,5,29,29,5,67,49,9,5,17,29,5,13,5,53,25,73,5
405,2,EAST,182,2,58,110,10,10,18,18,2,18,14,10,2,58,38,96,10,38,10,2,2,10,62,18,38,2,46,118,106,54,10,42,54,42,58,146,186,24,70
406,2,EAST,185,67,139,80,31,43,67,13,13,25,43,43,151,121,211,103,37,49,13,19,13,25,31,61,43,13,247,160,43,127,31,85,25,73,73,187,37,211,13
407,2,EAST,186,19,70,63,23,31,23,26,21,39,19,59,87,93,81,39,19,31,37,31,20,31,47,84,69,19,105,54,75,81,51,60,33,51,69,119,117,75,20
411,2,EAST,190,19,19,19,19,19,19,19,19,19,19,35,83,139,123,155,59,59,43,35,19,19,99,99,35,19,74,83,147,35,59,67,19,19,91,139,227,259,75
412,2,EAST,194,19,19,19,19,19,19,19,19,19,19,19,19,47,35,19,33,33,33,33,19,25,39,49,35,19,33,25,71,41,35,35,55,29,49,49,33,47,27
414,2,EAST,196,11,11,11,11,11,11,11,11,11,11,11,11,123,187,219,99,155,83,115,11,99,91,235,203,11,151,315,163,123,315,263,99,123,179,451,503,315,259
416,2,EAST,199,1,1,1,1,1,1,1,1,1,1,17,113,113,225,221,257,345,121,121,5,137,321,465,105,1,217,401,241,161,153,241,417,145,241,489,881,957,305
426,2,EAST,206,15,15,15,15,15,15,15,15,15,15,15,315,415,275,217,266,429,329,363,483,391,543,1253,549,15,354,603,767,393,579,140,215,985,355,491,931,311,347
429,2,EAST,211,14,14,14,14,14,14,14,14,14,14,14,214,242,186,198,56,315,177,98,84,130,162,124,132,14,277,210,132,138,136,88,116,125,172,120,276,170,116
430,2,EAST,214,336,324,480,18,36,30,18,18,18,288,48,51,18,78,312,30,36,18,18,18,18,66,78,60,18,105,96,42,54,30,69,18,18,60,102,138,48,54
431,2,EAST,216,1141,724,2020,673,355,97,28,1,64,880,109,1195,1033,1276,2677,625,337,169,1,1,1,1082,2017,2437,1,4384,4549,25,1261,13,73,829,742,2965,1585,1009,193,289
432,2,EAST,217,166,226,61,54,38,22,10,6,6,206,14,118,154,174,42,86,30,30,6,22,6,62,6,6,6,306,6,6,6,6,6,6,6,6,22,6,46,22
433,2,EAST,414,109,127,337,109,37,43,28,13,115,43,79,259,133,199,82,13,121,19,19,13,13,61,19,31,13,184,13,31,49,13,19,13,13,61,49,217,49,97
434,2,EAST,219,56,144,64,16,32,40,16,32,56,56,40,104,128,120,72,48,64,32,48,16,72,56,40,32,16,69,64,120,88,16,120,48,72,112,152,80,88,88
