SKU id,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01
North-SKU-144,121,60,60,89,38,54,14,38,40,68,22,102,42,56,64,50,46,60,20,26,50,14,32,38,14,62,14,26,14,50,52,14,18,38,46,110,42,14
North-SKU-145,8,8,8,8,8,72,8,152,12,588,8,136,445.333333333333,488,604,224,68,581.333333333333,284,8,8,20,436,8,8,104,349.333333333333,128,56,320,8,8,8,8,8,440,44,32
North-SKU-146,3,3,3,3,3,15,3,75,183,3,75,291,540,393,102,96,138,336,156,3,75,309,597,120,3,21,273,414,363,462,3,3,78,363,453,228,3,156
North-SKU-147,1930,1576,2493,1217,1541,1283,267,950,1196,1116,616,2781,2694,1633,376,215,196,349,52,162,354,16,64,24,4,4,82,96,138,569,41,48,252,22,4,344,24,54
North-SKU-148,608,284,302,506,383,143,5,230,167,125,2,344,275,140,578,278,248,542,14,2,446,38,362,2,2,92,272,221,362,212,227,86,371,284,332,470,98,86
North-SKU-149,1148,1130,1100,1042,788,302,422,402,696,180,122,752,590,292,584,512,472,752,356,488,236,176,456,112,12,116,284,266,446,284,160,188,280,208,264,1028,144,144
North-SKU-150,2979,2627,2971,1891,1383,1483,675,1291,1231,531,499,1823,2359,2139,2239,1747,2427,2107,1087,1023,1859,867,3287,555,19,715,1523,1939,2827,1443,971,963,3523,1515,1859,4079,259,171
North-SKU-151,772,1357,2005,286,430,118,280,820,268,166,193,358,406,286,4321,3358,4783,3337,2068,1405,3562,5407,8695,2860,16,460,1855,2488,4057,1981,535,1099,7609,5368,4639,6307,274,400
North-SKU-152,311,371,588,545,176,251,209,134,2,2,23,254,347,1019,422,296,137,560,50,104,149,62,182,86,2,110,377,239,221,98,32,50,77,8,230,368,110,2
North-SKU-153,15,177.666666666667,175,7,7,7,95,39,7,7,7,123,51,139,135,15,15,7,7,63,23,129,7,55,7,7,15,7,7,7,7,7,7,143,111,63,31,7
North-SKU-154,4,4,4,4,4,4,4,4,28,4,12,18,5,22,12,4,4,4,4,4,44,51,53,4,4,8,22,14,27,44,56,8,47.3333333333333,38,29,36,16,4
North-SKU-155,5,5,5,5,5,5,5,5,21,5,18.3333333333333,13,9,5,21,5,5,5,5,9,37,36.3333333333333,7,13,5,13,15.6666666666667,5,7,25,5,9,5,5,31,7,16.3333333333333,5
North-SKU-156,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,20,20
North-SKU-157,15,15,15,15,153,249,249,144,207,333,237,183,595,685,453,219,123,251,63,60,240,327,240,63,15,69,333,243,144,255,225,15,126,132,309,321,162,240
North-SKU-158,13,13,13,97,154,85,118,58,199,245,180,79,100,120,49,127,16,52,19,55,85,55,85,16,13,31,22,58,16,13,25,13,52,22,85,40,13,37
North-SKU-159,1,52.6666666666667,7,1,36,26,53,9,53,67,49,36,44,19,21,21,41.6666666666667,1,1,3,13,35,7,6,1,1,12,3,14,37,1,1,28,13,24,29,7,3
North-SKU-160,3,3,403,399,323,195,195,27,195,299,179,243,391,75,75,223,183,11,43,3,79,159,131,99,3,3,199,15,143,187,27,67,283,163,267,407,139,27
North-SKU-161,90,22,48,10,49,27,20,27,80.6666666666667,77.6666666666667,18,33,29,41,26,58.6666666666667,32,29,42,12,26,32,18,27,10,12,24,11,26,38,40,32,39,16,40,51,39,28
North-SKU-162,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,63,75,62.5
North-SKU-163,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,76,76,16
North-SKU-164,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,52,64,54.5
North-SKU-165,1,1,1,100,120,67,72,21,1,88.3333333333333,17,137,80,125,62,30,11,5,33,24,55,6,80,15,1,1,41,6,22,17,21,41,148,17,84,83,22,25
North-SKU-166,8,8,8,48,180,84,110,24,172,204,40,156,152,206,70,28,42,36,32,34,64,14,110,26,8,16,12,14,28,48,12,28,64,26,144,138,42,30
North-SKU-167,149,77,144,104,17,11,140,11,86,171,191,134,113,167,74,41,71,14,35,29,86,20,59,26,11,29,68,20,92,41,11,11,14,32,44,23,29,11
North-SKU-168,107,184.333333333333,155,19,19,67,59,27,59,167,235,213.666666666667,273.666666666667,192.333333333333,19,51,19,75,19,23,35,143,39,19,19,19,67,43,27,67,19,19,19,19,43,35,43,35
North-SKU-169,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,27.6666666666667,44.3333333333333,75,114,102.666666666667,69.3333333333333,4
North-SKU-170,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,31,61.6666666666667,141.666666666667,217,193,110.333333333333,21
North-SKU-171,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,129,214,278,264,201,73.5
North-SKU-172,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
North-SKU-173,576,345,497,181,163,135,105,179,487,205,267,255,319,379,249,69,71,207,15,165,289,359,371,79,15,43,139,25,233,107,51,55,293,87,285,355,79,115
North-SKU-174,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,39.6666666666667,41,25,17,9,9,17
North-SKU-175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,31.6666666666667,14.3333333333333,1,1,1
North-SKU-176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
North-SKU-177,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28,12,12,53.3333333333333,76,88,61.3333333333333,12,12
North-SKU-178,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,228,234,207,65
North-SKU-179,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18.3333333333333,15,115,120.333333333333,67,25
North-SKU-180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,14,14,2,2,2,6,2,2,2,2
North-SKU-181,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13.3333333333333,8,8,8,8,8,8,18.6666666666667,8,8
North-SKU-182,4,76,152,128,60,4,124,8,96,8,44,8,84,164,132,4,4,4,4,8,56,12,228,4,4,36,96,4,116,124,12,20,140,60,204,100,56,4
North-SKU-183,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,18.6666666666667,8,9.33333333333333,8,8,20,8,18.6666666666667,8,8,8,8,24,24,8,8,8
North-SKU-184,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18.3333333333333,17,21.6666666666667,17,17,17,17,17,17,23,17,17
North-SKU-185,15,263,389.666666666667,295,135,67,19,15,231,139,95,319,267,247,175,19,39,55,15,27,23,99,95,59,15,15,139,67,231,67,119,55,203,123,375,287,55,39
North-SKU-186,86.5,70,67.3333333333333,32,26,19,9,7,15,45,9,41,37,15,7,8,25,31,7,29,36,44,69,9,7,31,15,27,32,57,15,15,49,15,79,85.6666666666667,35,7
North-SKU-187,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
North-SKU-188,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,21,47,67,5,5,5,5,45,5,5,31,53,37,33,29,37,58,37,9
North-SKU-189,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,44,110,95,11,17,8,8,32,86,44,104,62,104,97,56,98,88,26,32
North-SKU-190,11,11,11,11,11,11,11,11,11,205,423,641,713,551,391,107,65,373,83,259,323,481,159,801,11,83,257,283,167,285,175,159,483,173,451,855,99,127
North-SKU-191,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,24,12,30,12,24,12,12,12,21,21,21,30,30,30,12,30,33,12,39
North-SKU-192,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,41.6666666666667,49.6666666666667,41,21,28.3333333333333,15,15,25,26.3333333333333,15,31,15,15,24.3333333333333,15,15,15,31,31
North-SKU-193,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,17,31,3,13,3,3,7,3,5,27,3,23,31,15,9,24.3333333333333,17,19
North-SKU-194,19,19,19,19,19,19,19,19,19,19,467,571,891,987,1011,91,159,331,403,415,443,259,87,423,19,83,103,263,91,431,43,195,703,267,223,475,131,131
North-SKU-195,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,31.3333333333333,30,14,14,26.6666666666667,22,25.3333333333333,22,14,18,22,30,26,24.6666666666667,14,14
North-SKU-196,1,1,1,1,1,1,1,1,1,161,233,329,400.333333333333,389,149,179,61,149,13,261,177,189,93,111,1,37,97,33,77,99,37,25,127,21,135,175,33,73
North-SKU-197,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,103.333333333333,138,50,42,18,42,114,70,18,74,79.3333333333333,18,130,122,66,111.333333333333,66,82
North-SKU-198,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,68,126,134,44,104,14,38,131,74,74,134,50,128,112,14,248,258,44,62
North-SKU-199,4,4,4,4,4,4,4,4,4,134,275,327,614,549,230,126,161,102,76,156,144,388,233,137,4,58,300,246,127,274,284,140,474,147,554,591,48,180
North-SKU-200,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,66,126.666666666667,180,192.666666666667,132,18
North-SKU-201,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,47.6666666666667,86.6666666666667,88.6666666666667,63,16
North-SKU-202,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,50,117,227,247,190,67.5
North-SKU-203,42,22,35.3333333333333,20,30,22,18,18,34,18,34.6666666666667,20,28,18,47.3333333333333,50,46,18,18,18,18,18,18,18,18,18,22,46,30,18,18,18,34,18,42,18,46,18
North-SKU-204,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,26.6666666666667,47.3333333333333,50.3333333333333,58.3333333333333,148,146.666666666667,130.666666666667,24.5
North-SKU-205,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,234,254,90,81,228,6,105,174,330,150,168,126,114,233,102,282,228,60,234
North-SKU-206,3,3,3,3,3,3,3,3,3,3,3,2579,5883,3291,1843,887,2051,1107,1483,1199,6683,4415,4111,4375,3,723,3383,2803,3067,1171,1515,427,8043,1331,3963,5755,1019,1195
North-SKU-207,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,93,3,183,93,193,3,3,153,161,93,159,79,45,219,9,153,157,21,69
North-SKU-208,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,78.6666666666667,78.6666666666667,12
North-SKU-209,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,138,360,542,546,372,318,347,186,480,424,18,240
North-SKU-210,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,293,347,113,17,167,17,95,167,143,221,341,251,83,217,107,359,251,227,125
North-SKU-211,13,13,13,13,13,13,13,13,13,13,13,1597,1465,645,2037,85,401,627,173,611,3371,2061,1909,2165,13,333,759,609,605,721,1201,1341,3169,467,1621,1929,157,265
North-SKU-212,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,94,13,247,247,229,58,373,13,115,274,226,166,310,130,157,322,94,259,328,112,151
North-SKU-213,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,26.6666666666667,16,256,16,16,16,16,16,16,16,16,16,16
North-SKU-214,15,114,116,21,15,6,3,3,33,3,3,9,36,27,47,41,9,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,6,27,3,3
North-SKU-215,301,264.333333333333,191,199,159,87,19,27,19,19,19,87,19,216.333333333333,229.666666666667,59,19,35,19,23,19,19,19,19,19,19,91,19,19,19,19,19,19,19,19,75,75,399
North-SKU-216,23,26,53,67,31,57,30,16,16,28,22,26,31,39,48,52,40,28,16,16,17,16,36,37,16,50,108,103.333333333333,36,32,24,16,16,16,16,40,16,24
North-SKU-217,79,99,84,13,10,10,10,10,10,10,10,10,28,36,34,10,22,28,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28,28,22
North-SKU-218,31.5,28.3333333333333,15,10,10,13.6666666666667,10,10,10,10,10,11.3333333333333,10,10,10,10,10,10,10,10,10,10,10,10,10,16.6666666666667,10,10,10,10,10,10,10,10,10,29.3333333333333,29.3333333333333,10
North-SKU-219,15,39,31,27,15,15,27,15,27,23,23,28,15,27,39,15,25,15,27,19,15,15,39,31,15,27,20,40,15,23,31,15,35,56.3333333333333,35,15,27,27
North-SKU-220,41,187,222,18,35,150,108,17,277,79,93,134,37,77,293,45,21,85,25,142,81,110,86,106,13,53,86,226,269,61,230,97,61,232.666666666667,270,58,21,25
North-SKU-221,109,263,79,106,79,106,247,19,308,148,223,322,55,19,223,139,151,103,55,106,223,19,142,236,19,139,55,157,475,103,406,151,178,393,346,190,67,31
North-SKU-222,15,51,15,15,51,63,15,15,15,177,15,95,15,87,141,87,15,15,108,87,27,75,195,99,15,15,63,102,75,75,51,51,136,39,135,51,51,51
North-SKU-223,11,11,23,29,11,11,11,11,11,35,11,56,14,29,14,29,11,35,59,63,23,11,119,119,11,11,38,35,11,11,47,11,47,35,11,11,11,11
North-SKU-224,101,365,821,221,261,665,437,3149,397,1405,1517,1185,393,509,1518.33333333333,369,533,869,725,897,1733,2193,2557,1805,5,173,393,465,1277,2237,2865,1517,3197,3129,953,941,21,485
North-SKU-225,817,669,1577,321,325,1007,1427,2949,5103,1941,1929,6585,815,493,2861,281,589,1557,1149,697,2821,3079,3987,2775,5,325,903,2191,2355,2453,4391,3251,6886.33333333333,6874.33333333333,3215,2849,417,349
North-SKU-226,308,224,484,69,210,289,208,381,940,640,492,1509,225,184,1636,146,376,523,424,393,680,905,1282,981,16,72,237,320,620,1012,1285,719,1461,1335,548,820,32,176
North-SKU-227,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,29,39.6666666666667,39.6666666666667,38.3333333333333,17,17,38.3333333333333,17,27.6666666666667,17,17,17
North-SKU-228,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,29,17,77,77,17,149,173,149,17,17,17,17
North-SKU-229,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,4,4,84,52,119.333333333333,136,102,250,321.333333333333,230.666666666667,4,96,77.3333333333333,4
North-SKU-230,275.5,302,281,190,127,64,91,4,34,28,1,73,202,91,172,76,97,73,19,1,1,1,1,25,1,25,1,1,1,1,1,1,37,37,19,226,115,13
North-SKU-231,26,72,77.3333333333333,42,50,24,22,22,20,20,20,24,38,40,48,20,46,40,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,22,56,20,20
North-SKU-232,297,151,235.666666666667,107,67,59,149,53,166.333333333333,31,17,137,47,95,165.666666666667,29,135,79,27,57,15,63,295,17,15,23,21,15,15,15,15,55,127,195,155,103,23,15
North-SKU-233,61,31,65.3333333333333,51,21,33,33,13,11,29,11,39,25,23,59,17,17,15,11,11,11,11,34,11,11,11,11,11,11,11,11,11,12,11,421.666666666667,559.666666666667,400,57
East-SKU-1,23,20,11,23,27,5,5,5,11,5,11,29,25,11,17,11,8,5,8,5,5,5,5,11,5,20,5,5,5,5,99,99,5,11,11,5,5,5
East-SKU-2,20,18,19,18,9,13,8,10,8,8,18,11,12,8,8,10,10,14,8,8,8,8,8,15,8,15,12,8,9,15,9,8,8,8,10,14,15,8
East-SKU-3,23.5,18,7,7,7,7,7,7,7,7,7,7,12,12,7,7,7,7,7,7,8,7,7,7,7,7,9,7,7,8,7,7,7,7,9,7,7,7
East-SKU-4,80,62,80,60,6,122,62,34,6,32,10,28,94,126,48,14,116,10,16,20,28,18,20,67.3333333333333,6,6,104,10,12,16,36,6,22,14,70,44,30,58
East-SKU-5,277,357,357,229,221,117,97,45,85,77,13,381,413,477,289,181,245,105,21,93,137,13,137,253,13,193,293,29,73,101,181,13,17,17,189,309,169,37
East-SKU-6,12,12,12,12,12,12,12,12,12,12,12,12,12,26,14,16,24,16,12,12,12,12,12,14,12,16,22,22,28,24,12,12,12,12,20,34.6666666666667,38.6666666666667,31
East-SKU-7,174,142,96,120,72,92,42,122,44,72,88,376,436,328,212,40,408,84,136,60,106,308,148,392,16,372,348,112,248,252,216,72,360,136,212,512,488,452
East-SKU-403,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,34,46,26,6,6,6,6,28,6,6,6,82,92,52,80,70,6
East-SKU-8,324,408,516,300,260,300,140,232,140,132,380,996,712,472,620,288,540,244,276,236,232,564,460,772,20,1048,496,300,612,532,438,188,784,176,876,916,412,996
East-SKU-234,18,180,198,78,120,120,84,24,186,60,72,344,336,48,276,60,192,60,36,102,156,108,78,336,18,156,150,84,114,162,246,84,306,36,198,288,18,102
East-SKU-9,19,151,61,1,97,55,19,55,31,67,43,67,209,259,127,103,79,151,37,25,91,133,115,151,1,175,145,55,121,217,79,85,163,55,196,236,121,49
East-SKU-10,5,5,5,5,5,5,5,5,5,5,5,31.6666666666667,25,25,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,27,13,35,15,64.3333333333333,117,109.666666666667,104
East-SKU-13,14,214,14,64,14,254,66,64,62,14,58,140,340,144,192,90,238,112,24,84,162,156,74,168,14,228.666666666667,174,114,186,216,18,94,283.333333333333,208,134,178,220,14
East-SKU-17,11,411,11,171,11,323,171,131,51,11,91,171,51,493.666666666667,531,75,443,75,43,51,307,299,211,59,11,571,147,211,443,291,35,91,115,67,467,643,539,11
East-SKU-20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,60,62.6666666666667,41.3333333333333,14.6666666666667,4,9.33333333333333,4,101.333333333333,102.666666666667,84,4
East-SKU-352,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,32,62,44,10,16,10,22,10,56,80,60,10
East-SKU-21,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,65.6666666666667,60.3333333333333,7,31,15,73.6666666666667,108.333333333333,129.666666666667,143,145.666666666667,115
East-SKU-22,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,40.3333333333333,49.6666666666667,44.3333333333333,23,23,39,23,57.6666666666667,69.6666666666667,68.3333333333333,27
East-SKU-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,17,27,69,67,67,27,22
East-SKU-24,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,88.6666666666667,118,98,60.6666666666667,14,46,72.6666666666667,30,126,179.333333333333,131.333333333333,6
East-SKU-25,19,19,19,19,19,19,19,19,19,19,19,19,19,55,73,53,67,35,35,19,21,59,35,59,19,99,35,19,19,39,63,67,31,27,71,63,19,19
East-SKU-26,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,42,74,56,6,30,30,6,66,72,30
East-SKU-27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25.6666666666667,25.6666666666667,3,13.6666666666667,7,19,7,50.3333333333333,62.3333333333333,50.3333333333333,39
East-SKU-28,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,35,45,35,11,11,33,55,71,83,59,5
East-SKU-29,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,24.3333333333333,21,29,19,23,7,27,25,29,50.3333333333333,33,17
East-SKU-30,7,7,7,7,7,7,7,7,7,7,7,67,123,79,29,25,61,24,37,62,53,97,75,131,7,59,87,41,67,55,69,49,51,35,115,135.666666666667,84,13
East-SKU-31,69,208.333333333333,189,187,157,119,100,78,99,73,183,324.333333333333,344.333333333333,243,209,87,67,36,109,51,113,39,77,153,9,163,156,57,79,65,122,65,151,45,102,113,54,14
East-SKU-32,1069,449,761,489,777,529,233,329,153,289,521,958.333333333333,1105,931.666666666667,473,253,113,377,297,97,257,145,297,217,17,249,489,169,185,181,201,177,185,89,245,185,409,89
East-SKU-33,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,21,45.6666666666667,48.3333333333333,29,17,43.6666666666667,80.3333333333333,95,108.333333333333,78.3333333333333,65
East-SKU-237,412,528,380,160,304,184,62,86,172,76,116,544,678.666666666667,520,348,268,220,166,268,124,170,116,196,328,12,380,344,244,20,12,256,196,240,64,304,208,172,64
East-SKU-34,244,174.333333333333,35,83,87,45,21,47,37,25,49,116.666666666667,143.333333333333,129,49,95,23,30,41,43,31,27,35,39,15,73,84,23,41,61,53,15,35,23,25,51,17,15
East-SKU-239,8,8,8,8,8,8,8,8,8,8,8,8,8,26,14,8,8,8,8,8,8,8,8,62,8,56,8,8,38,28,28,16,42.6666666666667,28,62,68,46,24
East-SKU-240,3,3,3,3,3,3,3,3,3,3,3,711.666666666667,731,61,145.666666666667,65,31,59,3,3,3,3,87,113,3,115,123,63,81,19,15,21,119,3,63,39,43,7
East-SKU-36,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,125,143.666666666667,5,66.3333333333333,61,85,37,13,125,127.666666666667,117,125,165
East-SKU-37,699,439,459,291,443,75,115,147,115,27,131,459,691,275,427,159,283,131,115,111,35,131,187,515,11,403,359,75,243,259,155,75,203,51,267,331,515,203
East-SKU-39,221,172,142,88,120,64,59,87,62,40,110,211.333333333333,221.333333333333,140,92,68,90,74,22,66,31,40,46,158,14,122,102,100,84,132,62,52,90,38,118,177.333333333333,126,92
East-SKU-40,85,165,5,181,157,53,21,93,41,89,69,206.333333333333,205,305,257,147,41,197,133,79,91,57,45,225,5,133,225,61,81,119,125,41,145,37,117,85,21,17
East-SKU-41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,128,168,130,10,10,64,40,70,112,216,216,112,211
East-SKU-44,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,53,55,21,21,15,15,27,27,15,79,99,83,54
East-SKU-45,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13,5,9,5,5,5,5,5,5,5,5,5,5,25,5,5,5,25,49,57,53,5,5
East-SKU-47,166,157.333333333333,115.333333333333,66,58,44,60,30,36,76,50,144.666666666667,156,84,126,51,39,72,42,70,52,64,52,130,14,78,72,58,56,134,38,46,50,24,54,94,82,20
East-SKU-50,36,50,22,16,32,20,16,16,12,10,18,10,10,26.6666666666667,10,10,28,28,28,10,14,18,34,42,10,10,24,28,24,10,14,10,22,26,40,30,30,10
East-SKU-51,201,111,203,79,79,19,79,11,59,63,23,99,215,203,99,43,15,59,11,27,71,59,210.333333333333,193,7,25,167,135,27,107,15,31,27,55,91,136.333333333333,55,7
East-SKU-53,855,762,486,186,156,132,132,132,180,168,78,548,540,558,366,144,108,228,180,126,117,180,336,570,6,393,216,210,216,432,240,150,360,150,228,408,114,6
East-SKU-56,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,104,197.333333333333,216,144,108,224,120,256,40,232,336,277.333333333333,176
East-SKU-57,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,39,15,97,121,97,51,75,15,45,103,39,51,79,67,15
East-SKU-59,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7.66666666666667,5,5,5,5,5,5,11,25.6666666666667,21.6666666666667,5,5
East-SKU-62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,30,42,24,12,94,112,92,42,30,30,24,24,36,54,116,102,12
East-SKU-66,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,27,69.6666666666667,3,35,173.666666666667,195,277.666666666667,309.666666666667,584.333333333333,872.333333333333,1075
East-SKU-67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20,20,6,6,6,6,6,6,6,6,36,68,162,276,294,336,294
East-SKU-244,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,58,16,46,16,90,16,94,106,106,58,40,82,88,88,76,16,16
East-SKU-69,1065,2433,1489,809,817,345,349,677,305,465,881,2061,1977,2681,1601,913,1461,817,457,1281,709,913,1001,2533,17,2497,3417,1073,2801,1909,1789,953,2377,1225,3033,3877,3193,2801
East-SKU-70,154,186,210,134,94,54,78,110,70,98,54,350,198,330,298,74,154,150,118,242,106,142,230,36,14,534,290,314,274,352,214,14,334,306,346,570,550,60
East-SKU-71,190,294,310,166,70,166,118,158,22,166,62,350,360.666666666667,62,182,102,134,126,70,142,54,46,150,22,14,62,70,46,110,70,254,38,78,62,310,310,254,14
East-SKU-72,108,10,94,22,42,10,14,40,26,34,10,87.3333333333333,90,116,28,10,56,42,26,28,30,28,30,96,10,48,54,10,90,64,76,58,86,30,58,70,72,141
East-SKU-73,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,43,77,39,47,63,19,105.666666666667,111,35,87,75,61,29,58.3333333333333,27,85,21,31,45
East-SKU-328,91,119,215,155,151,111,95,123,91,39,131,272.333333333333,331,268.333333333333,107,99,127,111,127,55,63,75,139,139,7,135,207,79,79,131,79,35,163,67,223,91,15,39
East-SKU-76,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,691,779,412.5
